user_id,gender,area,age,access_media,group,discounted
953df261b46b4f25,남,도봉구,20,인스타그램,1,10000
d73d283e45fa8354,여,광진구,30,네이버,1,20000
c7bf5aa2b6818f75,여,송파구,20,인스타그램,1,10000
f961fe1e4d84a958,여,광진구,30,네이버,1,30000
94d5aa29e638d713,남,강서구,30,검색,1,30000
7ed9f81f286c9d8f,여,도봉구,20,인스타그램,1,10000
13fdd395d8c6eb41,여,송파구,20,인스타그램,1,20000
b65984c3424f5efc,남,강남구,20,페이스북,1,30000
441beac98b7337eb,남,용산구,20,인스타그램,1,30000
3ced599c36b82c31,여,중구,40,검색,1,30000
4e4425cf4263214d,남,용산구,20,인스타그램,1,30000
2357625aba43f779,여,은평구,30,네이버,1,10000
fceef9bb8cbfc195,남,도봉구,20,인스타그램,1,30000
c4e26881697ac7de,남,중구,40,검색,1,10000
51263734decff3e5,여,강남구,20,페이스북,1,10000
c6bcf8bea435a162,여,도봉구,20,인스타그램,1,10000
e7b178775ba23478,여,은평구,30,지인추천,1,20000
6d6b1b31567a5e32,남,관악구,20,인스타그램,1,30000
8bd89e6eb83d1ad7,여,은평구,30,지인추천,1,20000
bd4a66bdee85e48a,남,은평구,30,네이버,1,30000
7e5477891f155261,남,광진구,30,네이버,1,30000
1a2cc5ef6911c89b,여,마포구,20,에브리타임,1,30000
4b4c989972bbaaa8,여,송파구,20,인스타그램,1,30000
e6e4612bfa845c88,여,은평구,30,지인추천,1,30000
ddd222e547596585,남,관악구,20,인스타그램,1,20000
2f696e9a5f4bc1bb,여,광진구,30,네이버,1,30000
269d26caa1566e6d,남,송파구,20,인스타그램,1,20000
fa413166d389febe,여,용산구,20,인스타그램,1,20000
db4aa551f6bf1b96,여,용산구,20,인스타그램,1,30000
1dc9b6584eae69f6,남,강서구,30,검색,1,30000
d753d2f5b276b14a,남,광진구,30,네이버,1,20000
327f63fcac5b3a6b,여,도봉구,20,인스타그램,1,30000
e2398b8131aa2653,여,강남구,20,페이스북,1,20000
6a9529867b3da146,여,강남구,20,페이스북,1,30000
bd386b366493c2d5,여,중구,50,오프라인 광고,1,30000
ef1c7715ad9345ef,여,강남구,10,페이스북,1,30000
f3572efcbf1843fc,남,용산구,20,인스타그램,1,30000
cbff9f92ddf23133,여,강서구,30,검색,1,20000
b535bc8b34e2f23b,여,강남구,10,페이스북,1,20000
cb7ee84a33ba9c97,남,용산구,20,인스타그램,1,30000
d47a7b67394a578c,여,강남구,20,페이스북,1,30000
32757c9ad1a42e87,남,강남구,20,페이스북,1,20000
cd115f1394afcc63,여,도봉구,20,인스타그램,1,10000
337dcfe2a98a6c3c,여,도봉구,20,인스타그램,1,30000
ce4be3956a719f76,여,중구,50,오프라인 광고,1,20000
f2b5527dfd3b5971,여,용산구,20,인스타그램,1,30000
f41b55d725ad7bbb,여,용산구,20,인스타그램,1,20000
613e2b6719df3e76,남,관악구,20,인스타그램,1,20000
7d52197f95716327,남,강서구,30,지인추천,1,30000
e9a331b87df8b4d7,여,강서구,30,지인추천,1,30000
2ac6f8d11a22f1f6,여,송파구,20,인스타그램,1,30000
811bb4bcb813a596,여,강남구,10,페이스북,1,10000
ae7af52ce9c774d7,남,도봉구,20,인스타그램,1,10000
1fc787a8277a6e78,여,마포구,20,에브리타임,1,30000
be537db1f2765161,여,은평구,30,지인추천,1,30000
4977bee2132be827,남,도봉구,20,인스타그램,1,30000
f9a97ee1ef863815,남,강남구,10,페이스북,1,30000
e7b38fa446dbd18d,여,도봉구,20,인스타그램,1,20000
79ce11f243db5d6f,여,강남구,10,페이스북,1,30000
edc374b289762bb4,여,중구,40,검색,1,20000
f2ae9c5ac39e955e,남,광진구,30,네이버,1,20000
a42b1c5e4dd71471,여,도봉구,20,인스타그램,1,10000
993e2f4c3ae5bb3d,여,중구,40,검색,1,10000
a14459f4f3fbb4d7,남,은평구,30,네이버,1,20000
699ed592a2ad3b5f,남,관악구,20,인스타그램,1,30000
29e8a71845fb2b2a,여,용산구,20,인스타그램,1,20000
e3d49ba6a951ffa9,여,도봉구,20,인스타그램,1,20000
4e723a5f6e8467ee,여,은평구,30,지인추천,1,20000
97b71177b987b8a1,여,마포구,20,에브리타임,1,20000
1a23b38cc5bf9d8a,여,마포구,20,에브리타임,1,30000
3bc5e5f77edcc54d,남,강남구,10,페이스북,1,30000
d792d4ad8c338c57,남,강남구,20,페이스북,1,30000
eba85ffd18f5ed58,여,도봉구,20,인스타그램,1,10000
a96c34f4adaebba2,여,용산구,20,인스타그램,1,30000
6563f9bc28681926,여,강남구,10,페이스북,1,30000
4fbde9211249934b,여,강남구,20,페이스북,1,30000
cdeca4afda813bdc,여,강남구,10,페이스북,1,30000
ef6ae9e9d8b1bb11,남,관악구,20,인스타그램,1,10000
5882d6a23e6a6128,여,강서구,30,검색,1,10000
1a8adcf53f881ee8,여,은평구,30,네이버,1,20000
bfd8847e1257757f,여,중구,40,오프라인 광고,1,30000
f4445dcb39d1bc54,남,강남구,20,페이스북,1,20000
75ac4eb719d64179,여,마포구,20,에브리타임,1,30000
f258561fb134f6fd,여,강남구,10,페이스북,1,30000
b5c97af4e87dd765,남,도봉구,20,인스타그램,1,30000
483e3dec9fc935ae,남,중구,40,오프라인 광고,1,20000
bf4b762fbada4df2,여,강남구,20,페이스북,1,10000
611e9d846d983e66,여,관악구,20,인스타그램,1,30000
7ac76d2325b54ec1,여,송파구,20,인스타그램,1,10000
82b2d4529f53ee52,남,용산구,20,인스타그램,1,20000
b69a5eb6767cddba,여,강남구,20,페이스북,1,30000
f2884cf124b3e9bb,여,송파구,20,인스타그램,1,20000
23c58cb5ba63fd9f,남,도봉구,20,인스타그램,1,20000
4151f3751958ca98,여,송파구,20,인스타그램,1,20000
69d9d43f1a8875ee,여,강서구,30,지인추천,1,30000
78774ad5e13da56d,여,마포구,20,에브리타임,1,20000
9f4d562dc2d26c7d,여,광진구,30,네이버,1,10000
ee44b6487f766d2b,남,도봉구,20,인스타그램,1,30000
1b9a631688ad5a26,여,강남구,20,페이스북,1,30000
93cb18f35a6c9443,여,강남구,20,페이스북,1,30000
c4733b681131cdff,남,도봉구,20,인스타그램,1,10000
e11722da8f586ef6,남,중구,40,검색,1,10000
7f48f17bdbf888a9,여,중구,40,오프라인 광고,1,30000
5ab5a75826d31448,여,관악구,20,인스타그램,1,30000
96b95b426a4ada73,여,은평구,30,지인추천,1,20000
a5fd357d48b853c4,여,관악구,20,인스타그램,1,30000
a52c2ee12f5985b6,남,도봉구,20,인스타그램,1,30000
177a915423e1c9f7,여,중구,50,오프라인 광고,1,10000
7e679c76e58826bd,남,도봉구,20,인스타그램,1,30000
595633de1dfd1662,남,마포구,20,에브리타임,1,30000
ac123173dff92fbe,여,중구,40,검색,1,30000
afc2dba7cdbca192,여,마포구,20,에브리타임,1,30000
b241456649e9a93a,여,중구,40,검색,1,10000
8e48c8427e456a59,여,중구,50,오프라인 광고,1,20000
3b154ded4e2f72e6,여,은평구,30,네이버,1,30000
bef2d14cf5e4d58e,여,은평구,30,지인추천,1,30000
953b2c9ecccaa3ea,여,중구,40,검색,1,30000
938b9378aba29d81,여,도봉구,20,인스타그램,1,20000
c85cd9168bbe75cc,남,은평구,30,네이버,1,20000
2b7b842e8b128ea3,여,송파구,20,인스타그램,1,30000
c85275fff7fdf61c,여,강남구,10,페이스북,1,30000
bd417effbad76148,남,마포구,20,에브리타임,1,10000
35ad418481d73b3a,여,마포구,20,에브리타임,1,20000
e4a26df128f91af7,여,관악구,20,인스타그램,1,30000
1f85c88bfba1e519,여,강남구,10,페이스북,1,30000
7a2a779fb5843514,여,강서구,30,검색,1,30000
e26149e5159f339a,여,강남구,10,페이스북,1,30000
be23452bed7353fc,여,관악구,20,인스타그램,1,10000
fe49ae6f8cf17568,여,용산구,20,인스타그램,1,10000
69c151eea382e9e8,여,중구,40,오프라인 광고,1,30000
57beb73fa173edd8,여,송파구,20,인스타그램,1,30000
f4efe899b513b74d,남,중구,50,오프라인 광고,1,30000
6e161e58d3af59e5,여,중구,40,검색,1,30000
a92919c1c4d19e9e,여,강남구,20,페이스북,1,30000
eb6575613ebfb6f9,여,은평구,30,지인추천,1,30000
852661994a48945d,여,마포구,20,에브리타임,1,30000
cdc2d11da8737c7d,남,용산구,20,인스타그램,1,30000
ba77fbc624128b83,여,광진구,30,네이버,1,30000
c16caf5bcf688ab4,남,용산구,20,인스타그램,1,30000
c41cf8cbf1ca7ac8,남,강남구,20,페이스북,1,30000
97c17dfdc5532e9e,여,용산구,20,인스타그램,1,10000
e3ce6c29b47c4db9,여,광진구,30,네이버,1,20000
f8b39ed3d3fb99d4,남,강남구,20,페이스북,1,20000
89b5c4af75e27a43,여,도봉구,20,인스타그램,1,30000
36667eb2512fcb18,여,강남구,10,페이스북,1,30000
c81fa157ccc85dac,남,강남구,10,페이스북,1,30000
f125f675f8c2e922,여,강서구,30,검색,1,20000
d11584bf668e853a,여,강서구,30,검색,1,30000
adf62f2d8f1af496,여,관악구,20,인스타그램,1,30000
173c17da9c72c3ba,남,강서구,30,검색,1,30000
6a55753fe5355b69,여,관악구,20,인스타그램,1,10000
f7b91365914b542e,여,강남구,20,페이스북,1,30000
bde35b6b3b1dbaf5,남,강남구,10,페이스북,1,20000
587e57f2957bb66b,남,마포구,20,에브리타임,1,30000
eb5645b5763a7d38,여,도봉구,20,인스타그램,1,30000
ea786ff188156b18,여,강서구,30,지인추천,1,30000
1389bf5be9991e9b,여,은평구,30,지인추천,1,30000
a727b93eee7951c9,여,관악구,20,인스타그램,1,20000
bd2236112b21a6da,남,광진구,30,네이버,1,10000
3983d4d9e2cf62aa,여,은평구,30,지인추천,1,20000
de548c82353ff663,남,마포구,20,에브리타임,1,30000
f76c7ef36fd4317b,남,은평구,30,지인추천,1,30000
6bcf7924278ebd3b,여,광진구,30,네이버,1,30000
aa6f47dbb11dfee7,남,강서구,30,검색,1,20000
f71c1c21c29b467a,여,용산구,20,인스타그램,1,10000
8e287d3b1cf54d7f,여,강남구,20,페이스북,1,30000
cfec6642b477d5e7,여,강남구,20,페이스북,1,20000
a481b5df4b88ec9d,남,마포구,20,에브리타임,1,30000
38d494bf2b1c5955,여,강남구,10,페이스북,1,10000
92d433388d3be5f3,여,강남구,10,페이스북,1,30000
ed264b4e7b9511f4,남,강서구,30,지인추천,1,30000
5e395da39376c331,여,마포구,20,에브리타임,1,30000
12dfc3849ef1b868,여,관악구,20,인스타그램,1,30000
f35adc99ce83e8f9,여,강서구,30,검색,1,30000
23d9f7e5d3e6a158,남,광진구,30,네이버,1,10000
fa2522de52968a64,여,강남구,10,페이스북,1,10000
9de726edf7a26be2,남,광진구,30,네이버,1,10000
6351b46fdbaec9c6,여,강남구,20,페이스북,1,30000
adf7e8fe4df4affc,여,용산구,20,인스타그램,1,20000
13ee394b7b5e3581,남,용산구,20,인스타그램,1,20000
c5aeb8afb792a741,여,강서구,30,지인추천,1,30000
1434be12424a3237,남,강서구,30,지인추천,1,30000
c7493ab46597ccd1,남,도봉구,20,인스타그램,1,30000
dcf55ad232c27d8f,여,중구,40,검색,1,20000
8b1dd1b6d6c83b72,여,강남구,10,페이스북,1,20000
74ff49a8e23fa5df,여,은평구,30,네이버,1,30000
3437321d2fb33c6e,여,용산구,20,인스타그램,1,20000
f4564e47b88ac287,남,관악구,20,인스타그램,1,30000
e14c9583735948cd,여,용산구,20,인스타그램,1,30000
656ba5b66bebbabe,남,강남구,20,페이스북,1,20000
961e1d21ef513f83,남,중구,50,오프라인 광고,1,10000
f57d9b8528efa77c,여,강남구,20,페이스북,1,30000
fd1ccc51762d4746,여,강남구,20,페이스북,1,20000
6aa2d5318839e463,여,강남구,20,페이스북,1,20000
7eaa22754b28732c,남,강서구,30,지인추천,1,30000
273bc8b21d49bd9e,여,광진구,30,네이버,1,30000
229db1fed65f1ffa,여,도봉구,20,인스타그램,1,30000
9d3b6235d7f53b38,여,중구,50,오프라인 광고,1,20000
b51c8984c3decddc,여,마포구,20,에브리타임,1,30000
79557e618bb8263c,여,용산구,20,인스타그램,1,30000
a9da42c8ad4f9ab4,여,용산구,20,인스타그램,1,30000
5e8af51aeec882d6,남,광진구,30,네이버,1,30000
d244fd841ca61e3a,남,중구,40,오프라인 광고,1,30000
4c26fbf5393bd635,여,강남구,10,페이스북,1,30000
a679dcb3e15bea98,여,강남구,20,페이스북,1,30000
a474aa77cd733b4a,여,중구,40,검색,1,30000
c3d624a1741b22e4,남,도봉구,20,인스타그램,1,30000
4aa8bb4b6b877cb6,여,강남구,20,페이스북,1,30000
26d1de76d21b9289,여,강남구,10,페이스북,1,30000
e5aa9ee7d9973bed,여,마포구,20,에브리타임,1,30000
6de3f6b562ba6c32,여,강남구,20,페이스북,1,30000
d3b9d5eeac616aa8,남,도봉구,20,인스타그램,1,20000
4129e4d8963ba148,여,강남구,20,페이스북,1,30000
7482e5dbcd947e1f,여,은평구,30,지인추천,1,20000
45a5c1da13529dd5,남,강남구,10,페이스북,1,30000
9fab669acef9f221,여,강남구,20,페이스북,1,30000
ce7d45578e3c697e,여,용산구,20,인스타그램,1,30000
b9fa97c53bbdb795,여,용산구,20,인스타그램,1,10000
1d2f99244e9d6c71,남,강남구,10,페이스북,1,30000
eaee64355369ee4f,여,은평구,30,지인추천,1,30000
f5da7c431abd66f9,여,강남구,20,페이스북,1,20000
77e9dffc8dfc995e,남,강남구,20,페이스북,1,20000
349738738768c631,여,강남구,10,페이스북,1,10000
f7e3719cb5d53613,여,중구,40,검색,1,30000
aae2fd3878b2e364,남,강남구,20,페이스북,1,30000
44ad29f79184319f,남,은평구,30,지인추천,1,20000
9ff433cec577da8c,여,광진구,30,네이버,1,10000
c176a59ace9fd1ef,남,강남구,20,페이스북,1,30000
d2eed981d9a3b8cc,여,마포구,20,에브리타임,1,20000
2255a67675c5ddea,남,강서구,30,지인추천,1,20000
869be23155757188,여,도봉구,20,인스타그램,1,30000
a88df926d4693ce6,여,강남구,10,페이스북,1,20000
9dae4e5655c35b8a,남,중구,50,오프라인 광고,1,20000
63859a7d4a527a86,남,도봉구,20,인스타그램,1,30000
cf4fe1cc22e41621,여,도봉구,20,인스타그램,1,20000
e1527a6473fdaccd,여,송파구,20,인스타그램,1,30000
28b8db9629ffd6ae,여,중구,40,검색,1,30000
ed9242c69af7d28c,남,마포구,20,에브리타임,1,30000
3ebf59d4188d7dfc,여,광진구,30,네이버,1,10000
9c79466413ffec29,남,강남구,10,페이스북,1,30000
ef5a685acede3749,남,은평구,30,네이버,1,30000
2d2a64e46a58f88e,여,용산구,20,인스타그램,1,30000
3df327f3abc98981,여,중구,50,오프라인 광고,1,10000
39ecccbfc88ca42d,여,마포구,20,에브리타임,1,10000
44b366c5ee3ccb45,남,마포구,20,에브리타임,1,30000
c3f579e2afaca287,여,강서구,30,지인추천,1,30000
96e2d9bedaef8cb4,남,중구,50,오프라인 광고,1,30000
45428646d1b89cec,여,관악구,20,인스타그램,1,10000
54933b54bfbc57ad,여,용산구,20,인스타그램,1,20000
1ed753cdc5962244,여,강남구,10,페이스북,1,30000
f39521a827617d84,남,광진구,30,네이버,1,20000
d1651a1b2d9fa773,남,도봉구,20,인스타그램,1,30000
151d7e44bdfe91fa,여,마포구,20,에브리타임,1,20000
5271fcdddc1c434b,여,강남구,20,페이스북,1,30000
5479295aea9647e3,남,강남구,20,페이스북,1,30000
e95457ec9b96daab,여,강남구,20,페이스북,1,30000
93de417ac86e4b24,남,중구,40,검색,1,20000
cbfffdf1a85cc4c1,남,강남구,20,페이스북,1,20000
f491dce895a8e4c3,여,중구,50,오프라인 광고,1,30000
7ea8f91ce497835d,여,강남구,10,페이스북,1,20000
6c4533267121c2fc,남,은평구,30,네이버,1,30000
b4c9cb3d954255fa,여,강남구,10,페이스북,1,30000
6faed4acfa28f96f,남,은평구,30,네이버,1,20000
119e3c6eadd4e32b,남,관악구,20,인스타그램,1,10000
68e15388ed753ed5,여,용산구,20,인스타그램,1,20000
eb2c5cc986f5dede,여,강남구,20,페이스북,1,20000
36de38c28d266c5b,여,광진구,30,네이버,1,30000
11cc658144af399d,남,송파구,20,인스타그램,1,30000
84172c9edebe568f,여,도봉구,20,인스타그램,1,30000
7cdb27af5c7e58f7,남,마포구,20,에브리타임,1,20000
411954c39c35831a,남,은평구,30,네이버,1,20000
86f6dbb7f2f768ee,여,강남구,20,페이스북,1,30000
3a83b6a849abab19,여,도봉구,20,인스타그램,1,30000
