query	no	title	link	description	total_text
방탄소년단	15	나는 방탄소년단 BTS 진의 아름다운 아재개그, 유머퀴즈에... 	https://blog.naver.com/humorcenter/223289319566	아내와 TV보다가 방탄소년단의 진이 나오길래 한마디 했다. "여보, 난 방탄소년단의 진이 제일 좋아!" "왜 좋은데?" "나랑 비슷한 부분이 있어서!" "뭐가 비슷한데?" "잘 생겼잖아!" "헐~?! 장난치면 죽는다!" 이후... 	나는 방탄소년단 BTS 진의 아름다운 아재개그, 유머퀴즈에...  아내와 TV보다가 방탄소년단의 진이 나오길래 한마디 했다. "여보, 난 방탄소년단의 진이 제일 좋아!" "왜 좋은데?" "나랑 비슷한 부분이 있어서!" "뭐가 비슷한데?" "잘 생겼잖아!" "헐~?! 장난치면 죽는다!" 이후... 
방탄소년단	16	방탄소년단 뷔-RM 오늘(11일) 입대…전역 예정일은 언제, 팀... 	https://blog.naver.com/shoot8282/223289096574	그룹 방탄소년단(BTS) 리더 RM과 멤버 뷔가 팬덤 '아미'의 곁을 잠시 떠납니다. 11일 RM과 뷔는 각각 현역... 소속사 빅히트 뮤직과 방탄소년단 멤버들은 팬들에게 이날 훈련소 방문을 자제해줄 것을... 	방탄소년단 뷔-RM 오늘(11일) 입대…전역 예정일은 언제, 팀...  그룹 방탄소년단(BTS) 리더 RM과 멤버 뷔가 팬덤 '아미'의 곁을 잠시 떠납니다. 11일 RM과 뷔는 각각 현역... 소속사 빅히트 뮤직과 방탄소년단 멤버들은 팬들에게 이날 훈련소 방문을 자제해줄 것을... 
방탄소년단	17	[방탄소년단 뷔] 군대 잘 다녀와요 (+ 인스타 남준이 댓글... 	https://blog.naver.com/blyna/223288267076	#방탄소년단 #김남준 #김석진 #민윤기 #정호석 #박지민 #김태형 #전정국 #남준 #지민 #정국 #RM #진 #V #JK #BTS #방탄소년단진 #방탄소년단RM #방탄소년단슈가 #방탄소년단제이홉 #방탄소년단지민 #방탄소년단뷔... 	[방탄소년단 뷔] 군대 잘 다녀와요 (+ 인스타 남준이 댓글...  #방탄소년단 #김남준 #김석진 #민윤기 #정호석 #박지민 #김태형 #전정국 #남준 #지민 #정국 #RM #진 #V #JK #BTS #방탄소년단진 #방탄소년단RM #방탄소년단슈가 #방탄소년단제이홉 #방탄소년단지민 #방탄소년단뷔... 
방탄소년단	18	"잠시만 안녕"…방탄소년단 RM·뷔, 입대 앞두고 나란히 심경... 	https://blog.naver.com/crete22/223288987958	"잠시만 안녕"…방탄소년단 RM·뷔, 입대 앞두고 나란히 심경 고백 [종합]© 제공: 한국일보 그룹 방탄소년단 멤버 RM과 뷔가 입대를 앞두고 팬들을 향한 사랑을 전했다. RM, 뷔 SNS 그룹 방탄소년단 멤버 RM과 뷔가... 	"잠시만 안녕"…방탄소년단 RM·뷔, 입대 앞두고 나란히 심경...  "잠시만 안녕"…방탄소년단 RM·뷔, 입대 앞두고 나란히 심경 고백 [종합]© 제공: 한국일보 그룹 방탄소년단 멤버 RM과 뷔가 입대를 앞두고 팬들을 향한 사랑을 전했다. RM, 뷔 SNS 그룹 방탄소년단 멤버 RM과 뷔가... 
방탄소년단	19	[방탄소년단 뷔] 몸짱들의 대화 / thv 인스타스토리	https://blog.naver.com/dfschoi/223288974522	BORAHAE KIM TAEHYUNG #방탄소년단 #방탄소년단뷔 #뷔인스타스토리 #뷔인스타그램 #KimTaehyung #김태형 #뷔 #V #BTS #BTSV 입대소식 기사사진들 넘 유쾌상쾌 김태형임 잘 다녀와	[방탄소년단 뷔] 몸짱들의 대화 / thv 인스타스토리 BORAHAE KIM TAEHYUNG #방탄소년단 #방탄소년단뷔 #뷔인스타스토리 #뷔인스타그램 #KimTaehyung #김태형 #뷔 #V #BTS #BTSV 입대소식 기사사진들 넘 유쾌상쾌 김태형임 잘 다녀와
방탄소년단	20	방탄소년단 멤버 전원 국방의 의무를 위해서 잠시 휴식기를... 	https://blog.naver.com/hlilte6789/223288759961	약속의 방탄소년단, '재재계약+2025년 완전체' 이게 되네 [엑's 이슈]엑스포츠뉴스 조혜진 기자) 그룹 방탄소년단(BTS)이 '2025년 완전체' 약속을 지킨다. 소속사 빅히트 뮤직은 지난 22일 RM, 지민, V, 정국이... 	방탄소년단 멤버 전원 국방의 의무를 위해서 잠시 휴식기를...  약속의 방탄소년단, '재재계약+2025년 완전체' 이게 되네 [엑's 이슈]엑스포츠뉴스 조혜진 기자) 그룹 방탄소년단(BTS)이 '2025년 완전체' 약속을 지킨다. 소속사 빅히트 뮤직은 지난 22일 RM, 지민, V, 정국이... 
방탄소년단	21	방탄소년단 완전체 RM 뷔 입대 배웅	https://blog.naver.com/pinksnikee/223289413781	그룹 방탄소년단 멤버 RM과 뷔가 입대했다. 멤버들은 완전체로 두 사람을 배웅하며 의리를 과시했다.... 특히나 방탄소년단은 앞서 진과 제이홉이 입대할 때도 멤버 전원이 배웅한 바 있다. 이날 입대하는... 	방탄소년단 완전체 RM 뷔 입대 배웅 그룹 방탄소년단 멤버 RM과 뷔가 입대했다. 멤버들은 완전체로 두 사람을 배웅하며 의리를 과시했다.... 특히나 방탄소년단은 앞서 진과 제이홉이 입대할 때도 멤버 전원이 배웅한 바 있다. 이날 입대하는... 
방탄소년단	22	[BTS 방탄소년단 뷔] 231208 채널십오야 | 보은의 신... 	https://blog.naver.com/okmijnuhb489/223288243124	채널 방탄소년단 진 / 슈가 / 제이홉 / RM / 지민 / 뷔 / 정국 #방탄소년단 #bts #방탄소년단RM #방탄소년단진 #방탄소년단슈가 #방탄소년단제이홉 #방탄소년단지민 #방탄소년단뷔 #방탄소년단정국 #RM... 	[BTS 방탄소년단 뷔] 231208 채널십오야 | 보은의 신...  채널 방탄소년단 진 / 슈가 / 제이홉 / RM / 지민 / 뷔 / 정국 #방탄소년단 #bts #방탄소년단RM #방탄소년단진 #방탄소년단슈가 #방탄소년단제이홉 #방탄소년단지민 #방탄소년단뷔 #방탄소년단정국 #RM... 
방탄소년단	23	방탄소년단 지민(BTS 지민이 예뻐하기)	https://blog.naver.com/stjkos77/223288419653	보라해 #방탄소년단지민 #방탄소년단 #BTSARMY #지민 #Jimin #BTSJimin #BTS #JIMIN #Jiminie #지민움짤 #박지민 #PARKJIMIN #ParkJimin #WithYou #YetToCome #BTS_Proof #Proof #바이브 #VIBE #Jimin_FACE #SetMeFree... 	방탄소년단 지민(BTS 지민이 예뻐하기) 보라해 #방탄소년단지민 #방탄소년단 #BTSARMY #지민 #Jimin #BTSJimin #BTS #JIMIN #Jiminie #지민움짤 #박지민 #PARKJIMIN #ParkJimin #WithYou #YetToCome #BTS_Proof #Proof #바이브 #VIBE #Jimin_FACE #SetMeFree... 
방탄소년단	24	뷔·RM 입대..방탄소년단 7명 멤버 전원 위병소 입소 '빛나는... 	https://blog.naver.com/ristora/223289378118	방탄소년단 RM, 뷔가 입대한 가운데 멤버(7방탄) 전원이 위병소에 동행하며 의리를 빛냈다. 든든합니다, 든든해 7방탄 최곱니다 X 11일 스타뉴스 취재 결과 방탄소년단 멤버 전원(진, RM, 슈가, 제이홉, 지민... 	뷔·RM 입대..방탄소년단 7명 멤버 전원 위병소 입소 '빛나는...  방탄소년단 RM, 뷔가 입대한 가운데 멤버(7방탄) 전원이 위병소에 동행하며 의리를 빛냈다. 든든합니다, 든든해 7방탄 최곱니다 X 11일 스타뉴스 취재 결과 방탄소년단 멤버 전원(진, RM, 슈가, 제이홉, 지민... 
방탄소년단	25	[BTS 방탄소년단 지민] 솔로 앨범 FACE LP 언박싱 후기<ft.... 	https://blog.naver.com/filtet1013/223288399859	원래 BTS 방탄소년단 지민 굿즈는 소장용 전시용으로 2개씩은 기본인 거 다 아시죠 LP는... 소장하겠습니다 방탄소년단 방탄소년단지민 #JIMIN #방탄소년단 #BTS #방탄소년단지민 #방탄 #방탄지민 #지민... 	[BTS 방탄소년단 지민] 솔로 앨범 FACE LP 언박싱 후기<ft....  원래 BTS 방탄소년단 지민 굿즈는 소장용 전시용으로 2개씩은 기본인 거 다 아시죠 LP는... 소장하겠습니다 방탄소년단 방탄소년단지민 #JIMIN #방탄소년단 #BTS #방탄소년단지민 #방탄 #방탄지민 #지민... 
방탄소년단	26	[방탄소년단 BTS] RM·뷔, 오늘(11일) 육군 현역 동반 입대... 	https://blog.naver.com/dbwls2739/223289204057	231211 방탄소년단 RM·뷔, 오늘(11일) 육군 현역 동반 입대…내일은 지민·정국 그룹 방탄소년단 RM(29·본명 김남준)과 뷔(27·본명 김태형)가 육군 현역으로 동반 입대한다. 11일 RM과 뷔가 국방의 의무를... 	[방탄소년단 BTS] RM·뷔, 오늘(11일) 육군 현역 동반 입대...  231211 방탄소년단 RM·뷔, 오늘(11일) 육군 현역 동반 입대…내일은 지민·정국 그룹 방탄소년단 RM(29·본명 김남준)과 뷔(27·본명 김태형)가 육군 현역으로 동반 입대한다. 11일 RM과 뷔가 국방의 의무를... 
방탄소년단	27	[방탄소년단 뷔] 기다릴게 김셀린!! / thv 인스타스토리	https://blog.naver.com/dfschoi/223288498902	머리 리본 뭐야아아아아앙 사랑스런 김태형, 기다릴게 김셀린 태형이 소중한 사람들에게 받은 케이크 잘 기억하고 햅뷔하게✊️✊️ 충성 #방탄소년단 #방탄소년단뷔 #뷔인스타스토리 #뷔인스타그램... 	[방탄소년단 뷔] 기다릴게 김셀린!! / thv 인스타스토리 머리 리본 뭐야아아아아앙 사랑스런 김태형, 기다릴게 김셀린 태형이 소중한 사람들에게 받은 케이크 잘 기억하고 햅뷔하게✊️✊️ 충성 #방탄소년단 #방탄소년단뷔 #뷔인스타스토리 #뷔인스타그램... 
방탄소년단	28	[방탄소년단 뷔]런닝맨&라이브&Celine&인스타&여러모습들	https://blog.naver.com/rkdl0830/223282226092	방탄소년단 뷔  김태형 진짜 눈부신 비주얼에 정신못차리다가 이렇게 게임 잘하고 상대방 마음... 하루하루 의미 있는 시간을 보내길 바라며 오늘도 보라해 태형아 #V_Layoꪜer #BTSV #방탄소년단뷔 #BTSV... 	[방탄소년단 뷔]런닝맨&라이브&Celine&인스타&여러모습들 방탄소년단 뷔  김태형 진짜 눈부신 비주얼에 정신못차리다가 이렇게 게임 잘하고 상대방 마음... 하루하루 의미 있는 시간을 보내길 바라며 오늘도 보라해 태형아 #V_Layoꪜer #BTSV #방탄소년단뷔 #BTSV... 
방탄소년단	29	[BTS 방탄소년단 RM & 뷔 & 정국] 231208 개인 인스타그램... 	https://blog.naver.com/kumi030/223286967998	방탄소년단 / BTS / 진 / RM / 슈가 / 제이홉 / 지민 / 뷔 / 정국 [BTS 방탄소년단] 231208 Instagram 인스타그램 & TikTok 틱톡 모음 업데이트 멤버개인/아이디ID/전화통화/드라이브/마마 플래티넘... 	[BTS 방탄소년단 RM & 뷔 & 정국] 231208 개인 인스타그램...  방탄소년단 / BTS / 진 / RM / 슈가 / 제이홉 / 지민 / 뷔 / 정국 [BTS 방탄소년단] 231208 Instagram 인스타그램 & TikTok 틱톡 모음 업데이트 멤버개인/아이디ID/전화통화/드라이브/마마 플래티넘... 
방탄소년단	30	[방탄소년단 정국] 라이브 운동끝나고 아미들 만나러 왔어... 	https://blog.naver.com/blyna/223287687575	아,,,, 오늘도 앓다 죽지 죽어,,,,,, 아이고 내새꾸 정국아,,,,,,, #방탄소년단 #김남준 #김석진 #민윤기 #정호석 #박지민 #김태형 #전정국 #남준 #지민 #정국 #RM #진 #V #JK #BTS #방탄소년단진 #방탄소년단RM... 	[방탄소년단 정국] 라이브 운동끝나고 아미들 만나러 왔어...  아,,,, 오늘도 앓다 죽지 죽어,,,,,, 아이고 내새꾸 정국아,,,,,,, #방탄소년단 #김남준 #김석진 #민윤기 #정호석 #박지민 #김태형 #전정국 #남준 #지민 #정국 #RM #진 #V #JK #BTS #방탄소년단진 #방탄소년단RM... 
방탄소년단	31	방탄소년단 지민(BTS 지민 '물만두상' 남자 아이돌 투표 1위)	https://blog.naver.com/stjkos77/223288243997	지민이 1위 말랑순둥이면 우리 망개 지민이죠 ㅎㅎㅎ 볼 꼬집고 싶은 충동 ㅋㅋ 너무 귀여우니깐  " " #방탄소년단지민 #방탄소년단 #BTSARMY #지민 #Jimin #BTSJimin #BTS #JIMIN #Jiminie... 	방탄소년단 지민(BTS 지민 '물만두상' 남자 아이돌 투표 1위) 지민이 1위 말랑순둥이면 우리 망개 지민이죠 ㅎㅎㅎ 볼 꼬집고 싶은 충동 ㅋㅋ 너무 귀여우니깐  " " #방탄소년단지민 #방탄소년단 #BTSARMY #지민 #Jimin #BTSJimin #BTS #JIMIN #Jiminie... 
방탄소년단	32	잘다녀오겠습니다. 방탄소년단 브이라이브 RM지민V정국	https://blog.naver.com/4273lim/223283958187	느껴지는 귀여움 건강히 잘 다녀와요 찍어놓은 영상이나 자료 보면서 잘 기다리고 있겠습니다. 방탄소년단 최고~100KG에 남준이와 86KG V 까지 어떤모습이든 좋습니다. 건강이 잘 다녀오세요 #방탄소년단	잘다녀오겠습니다. 방탄소년단 브이라이브 RM지민V정국 느껴지는 귀여움 건강히 잘 다녀와요 찍어놓은 영상이나 자료 보면서 잘 기다리고 있겠습니다. 방탄소년단 최고~100KG에 남준이와 86KG V 까지 어떤모습이든 좋습니다. 건강이 잘 다녀오세요 #방탄소년단
방탄소년단	33	[방탄소년단 진]방탄소년단 알엠&뷔 위버스 포스트에 댓글... 	https://blog.naver.com/makju2/223289140167	잘다녀와~다치지말구~ #방탄소년단진 #방탄진 #김석진 #석진 #진 #WorldWideHandsome #BTSjin #Jin... 응원하는군인돌1위 #카디건이잘어울리는따뜻한매력의스타1위 #방탄소년단알엠 #방탄소년단뷔 #논산 #입대	[방탄소년단 진]방탄소년단 알엠&뷔 위버스 포스트에 댓글...  잘다녀와~다치지말구~ #방탄소년단진 #방탄진 #김석진 #석진 #진 #WorldWideHandsome #BTSjin #Jin... 응원하는군인돌1위 #카디건이잘어울리는따뜻한매력의스타1위 #방탄소년단알엠 #방탄소년단뷔 #논산 #입대
방탄소년단	34	BTS [방탄소년단] 뷔 입대 전 D-1/ 남준이의 편지	https://blog.naver.com/kaeun0806/223288577202	#BTS #방탄소년단 #뷔 #알엠 #뷔인스타 #뷔데디이 #뷔민머리 #뷔입대 #알엠입대 오늘 늦은 포스팅은 쉬려고... 남준이가 방탄소년단이라서 행복하듯이 나도 아미라서 행복해! 입대를 해도 아마 행복하고 훈훈한... 	BTS [방탄소년단] 뷔 입대 전 D-1/ 남준이의 편지 #BTS #방탄소년단 #뷔 #알엠 #뷔인스타 #뷔데디이 #뷔민머리 #뷔입대 #알엠입대 오늘 늦은 포스팅은 쉬려고... 남준이가 방탄소년단이라서 행복하듯이 나도 아미라서 행복해! 입대를 해도 아마 행복하고 훈훈한... 
방탄소년단	35	[방탄소년단 뷔] 으아아아아아아아 김태형 / thv 인스타스토리	https://blog.naver.com/dfschoi/223288469937	미쳐미쳐미쳐미쳐 김태형 역시 멋있다고 셀카 없다더니 이렇게 보여준다 이 멋진남자ㅠ "V D-1" 으아아아아아아아 아아아아아아아아아 김태형 진짜 가는거얌 #방탄소년단 #방탄소년단뷔... 	[방탄소년단 뷔] 으아아아아아아아 김태형 / thv 인스타스토리 미쳐미쳐미쳐미쳐 김태형 역시 멋있다고 셀카 없다더니 이렇게 보여준다 이 멋진남자ㅠ "V D-1" 으아아아아아아아 아아아아아아아아아 김태형 진짜 가는거얌 #방탄소년단 #방탄소년단뷔... 
방탄소년단	36	오늘 군입대하는 방탄소년단(bts) 뷔, 소장템 셀린느 선글라스... 	https://blog.naver.com/cincoj/223289053507	방탄소년단(BTS) 리더 RM과 뷔가 11일 현역으로 군대 입대합니다. 어제 저녁 뷔(김태형)는 인스타그램에... 셀린느(CELINE) 트리옹프01 선글라스 - 아세테이트 블랙 690,000원 방탄소년단 뷔 셀린느 선글라스는... 	오늘 군입대하는 방탄소년단(bts) 뷔, 소장템 셀린느 선글라스...  방탄소년단(BTS) 리더 RM과 뷔가 11일 현역으로 군대 입대합니다. 어제 저녁 뷔(김태형)는 인스타그램에... 셀린느(CELINE) 트리옹프01 선글라스 - 아세테이트 블랙 690,000원 방탄소년단 뷔 셀린느 선글라스는... 
방탄소년단	37	방탄소년단(BTS) 지민, '말랑순둥 물만두상' 남자 아이돌... 	https://blog.naver.com/ristora/223288162798	방탄소년단(BTS) 지민이 '말랑순둥 물만두상 남자 아이돌' 1위에 오르며 인기를 빛냈다. 지민은 11월... 아미(방탄소년단 팬덤)들을 재입덕하게 만드는 화제를 모으기도 했다. 한편 지민은 익사이팅 디시의... 	방탄소년단(BTS) 지민, '말랑순둥 물만두상' 남자 아이돌...  방탄소년단(BTS) 지민이 '말랑순둥 물만두상 남자 아이돌' 1위에 오르며 인기를 빛냈다. 지민은 11월... 아미(방탄소년단 팬덤)들을 재입덕하게 만드는 화제를 모으기도 했다. 한편 지민은 익사이팅 디시의... 
방탄소년단	38	[기사] 방탄소년단 지민 '말랑순둥 물만두상 남자 아이돌' 1위	https://blog.naver.com/1nonlyjimin/223288766919	[방탄소년단 지민 기사] 방탄소년단 지민 '말랑순둥 물만두상 남자 아이돌' 1위 지민은 11월 26일부터 12월 2일까지 익사이팅 디시에서 진행된 '말랑순둥 물만두상 남자 아이돌은?' 설문조사에서 1위를... 	[기사] 방탄소년단 지민 '말랑순둥 물만두상 남자 아이돌' 1위 [방탄소년단 지민 기사] 방탄소년단 지민 '말랑순둥 물만두상 남자 아이돌' 1위 지민은 11월 26일부터 12월 2일까지 익사이팅 디시에서 진행된 '말랑순둥 물만두상 남자 아이돌은?' 설문조사에서 1위를... 
