query	no	title	link	description	total_text
전주 여행	11	전주 여행 진짜 추천좀!	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=432319159&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=11&search_sort=0&spq=0	... 제가 여행용으로 전주 가볼만한 장소랑 맛집/카페를 지도에 표기해두었습니다. 계속 업데이트를 하고 있습니다. 전라도 여행 지도라서 전주뿐만 아니라 다른 도시도 함께 볼 수 있으니 참고하세요. https://sangseek.com/maps... 	전주 여행 진짜 추천좀! ... 제가 여행용으로 전주 가볼만한 장소랑 맛집/카페를 지도에 표기해두었습니다. 계속 업데이트를 하고 있습니다. 전라도 여행 지도라서 전주뿐만 아니라 다른 도시도 함께 볼 수 있으니 참고하세요. https://sangseek.com/maps... 
전주 여행	12	뚜벅이 여행으로 전주 가려는데 한옥마을 근처 짐... 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=428889568&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=12&search_sort=0&spq=0	... 이용하시면 원하는 장소에서 장소로 짐 운송이 가능합니다. 가격도 저렴하고 앱을 통해 실시간으로 주문 및 현황 확인까지 가능해 여행 중 편리하게 이용이 가능하니 전주 뚜벅이여행 시 참고해보세요! 즐거운 전주여행 되시길 바랄게요 	뚜벅이 여행으로 전주 가려는데 한옥마을 근처 짐...  ... 이용하시면 원하는 장소에서 장소로 짐 운송이 가능합니다. 가격도 저렴하고 앱을 통해 실시간으로 주문 및 현황 확인까지 가능해 여행 중 편리하게 이용이 가능하니 전주 뚜벅이여행 시 참고해보세요! 즐거운 전주여행 되시길 바랄게요 
전주 여행	13	급해요ㅜㅠㅠ 전주여행	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=271459085&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=13&search_sort=0&spq=0	내일 칭구랑 전주여행가는데 사복입고 갈지 교복입고 갈지 너무 고민돼요 ...  교복이요! 주말에 가셔도 교복입고 한번 다녀오세용~ 날씨가 너무 춥겠지만 제 개인적인 생각으로는 교복입고가서 사진 많이찍고 학창시절 좋은 사진 많이... 	급해요ㅜㅠㅠ 전주여행 내일 칭구랑 전주여행가는데 사복입고 갈지 교복입고 갈지 너무 고민돼요 ...  교복이요! 주말에 가셔도 교복입고 한번 다녀오세용~ 날씨가 너무 춥겠지만 제 개인적인 생각으로는 교복입고가서 사진 많이찍고 학창시절 좋은 사진 많이... 
전주 여행	14	[추천해주세요] 전주 당일치기 여행	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=441175638&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=14&search_sort=0&spq=0	[추천해주세요] 전주 당일치기 여행 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다.... 	[추천해주세요] 전주 당일치기 여행 [추천해주세요] 전주 당일치기 여행 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다.... 
전주 여행	15	전라도 전주여행	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=428170195&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=15&search_sort=0&spq=0	전주에 여행을 가려고하는데 한번도안가봐서요 1박2일이나 2박3일 있을예정인데 가볼만한곳 추천받아용 체험도좋구용 전주에서 가볼만한 곳들 추천해드리겠습니다. ▶전주한옥마을... 	전라도 전주여행 전주에 여행을 가려고하는데 한번도안가봐서요 1박2일이나 2박3일 있을예정인데 가볼만한곳 추천받아용 체험도좋구용 전주에서 가볼만한 곳들 추천해드리겠습니다. ▶전주한옥마을... 
전주 여행	16	전주 1박2일 여행	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=444409591&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=16&search_sort=0&spq=0	... 대둔산 케이블카 주말에 사람많겠죠?ㅠ 괜찮은 코스 추천해주세요^^  전주 여행을 계획하시는 건가요? 좋은 선택입니다! 전주는 한국의 전통문화가 잘 보존되어 있는 곳으로 유명합니다. 한옥마을은 물론, 전주의 다양한 문화유산을... 	전주 1박2일 여행 ... 대둔산 케이블카 주말에 사람많겠죠?ㅠ 괜찮은 코스 추천해주세요^^  전주 여행을 계획하시는 건가요? 좋은 선택입니다! 전주는 한국의 전통문화가 잘 보존되어 있는 곳으로 유명합니다. 한옥마을은 물론, 전주의 다양한 문화유산을... 
전주 여행	17	전주 여행코스!!!	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=432706708&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=17&search_sort=0&spq=0	... 이미 전주여행을 마치고 복귀하셨을 것 같네요. ^^ 저희도 지난주에 당일코스로 전주에 다녀왔는데요. 주말이라서 그런지 차들도 많고, 관광지에는 사람들도 많아서 생각처럼 많이 둘러보지 못해서 아쉽더라고요. 최소한 1박2일... 	전주 여행코스!!! ... 이미 전주여행을 마치고 복귀하셨을 것 같네요. ^^ 저희도 지난주에 당일코스로 전주에 다녀왔는데요. 주말이라서 그런지 차들도 많고, 관광지에는 사람들도 많아서 생각처럼 많이 둘러보지 못해서 아쉽더라고요. 최소한 1박2일... 
전주 여행	18	전주 여행 코스 추천 좀	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=430018803&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=18&search_sort=0&spq=0	전주 여행 코스 추천 좀  전주여수맛집 전주여행 여수여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 여행 인플루언서 전주달봉이입니다. 전주여행코스는 대부분 한옥마을에서 시작을 합니다... 	전주 여행 코스 추천 좀 전주 여행 코스 추천 좀  전주여수맛집 전주여행 여수여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 여행 인플루언서 전주달봉이입니다. 전주여행코스는 대부분 한옥마을에서 시작을 합니다... 
전주 여행	19	이번에 태교여행으로 2박3일 놀러가려고 하는데 강아지... 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=440802188&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=19&search_sort=0&spq=0	... 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 전주여행 숙소잡기가 힘드시다면 바닷가가... 	이번에 태교여행으로 2박3일 놀러가려고 하는데 강아지...  ... 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 전주여행 숙소잡기가 힘드시다면 바닷가가... 
전주 여행	20	전주 2박3일여행 비용	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=441096616&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=20&search_sort=0&spq=0	... 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 한옥마을은 입장료는 따로없습니다! 기본... 	전주 2박3일여행 비용 ... 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 한옥마을은 입장료는 따로없습니다! 기본... 
전주 여행	21	전주 여행	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=436440960&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=21&search_sort=0&spq=0	... 제가 이번달 16일에 친구 3명하고 전주로 여행을 가는데 궁금한 게 많아서요. 하나하나 답장해주시면 감사하겟습니다 1. 여수에서 전주 KTX 왕복 기차표값이 얼마인가요? 2. 중2들이 전주가서 놀 게 뭐가 잇을까요? 3... 	전주 여행 ... 제가 이번달 16일에 친구 3명하고 전주로 여행을 가는데 궁금한 게 많아서요. 하나하나 답장해주시면 감사하겟습니다 1. 여수에서 전주 KTX 왕복 기차표값이 얼마인가요? 2. 중2들이 전주가서 놀 게 뭐가 잇을까요? 3... 
전주 여행	22	전주 여행코스	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=402381652&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=22&search_sort=0&spq=0	... 전주여행일정에 질문자님께서 봐둔 곳 모두 반양하기에 시간상 무리가 있을 거 같아 꼭 가고 싶은 곳을 넣어 일정을 만들어 보았습니다. 1일차 가운데집(점심) - 전주한지박물관(관광) - 전주수목원(관광) - 오목대(관광) - 교동다윈... 	전주 여행코스 ... 전주여행일정에 질문자님께서 봐둔 곳 모두 반양하기에 시간상 무리가 있을 거 같아 꼭 가고 싶은 곳을 넣어 일정을 만들어 보았습니다. 1일차 가운데집(점심) - 전주한지박물관(관광) - 전주수목원(관광) - 오목대(관광) - 교동다윈... 
전주 여행	23	주주주 (진주-광주-전주) 여행은 어떤게 추천될까요	https://kin.naver.com/qna/detail.naver?d1id=8&dirId=814&docId=436986190&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=23&search_sort=0&spq=0	주주주 (진주-광주-전주) 여행은 어떤게 추천될까요  전주맛집 여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여행 인플루언서 달봉이입니다. 여행 계획을 짜고 계신가요? 먹거리와 볼거리가 많은 관광도시 전주 전주여행에... 	주주주 (진주-광주-전주) 여행은 어떤게 추천될까요 주주주 (진주-광주-전주) 여행은 어떤게 추천될까요  전주맛집 여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여행 인플루언서 달봉이입니다. 여행 계획을 짜고 계신가요? 먹거리와 볼거리가 많은 관광도시 전주 전주여행에... 
전주 여행	24	전주 여행 코스 추천	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=430028571&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=24&search_sort=0&spq=0	전주 여행 코스 추천  안녕하세요 전주맛집 전주블로그 전주달봉이입니다 . 대부분 1박2일 코스로들 전주를 놀러오십니다. 한옥마을 -경기전- 남부시장야시장- 벽화마을 -전동성당-향교-오목대 이렇게들 많이들 둘러보시고요. 더 추가로... 	전주 여행 코스 추천 전주 여행 코스 추천  안녕하세요 전주맛집 전주블로그 전주달봉이입니다 . 대부분 1박2일 코스로들 전주를 놀러오십니다. 한옥마을 -경기전- 남부시장야시장- 벽화마을 -전동성당-향교-오목대 이렇게들 많이들 둘러보시고요. 더 추가로... 
전주 여행	25	전주 여행가는데 렌트를 하는게 좋을까	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=431515138&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=25&search_sort=0&spq=0	전주 여행가는데 렌트를 하는게 좋을까요?  안녕하세요. 천만 반려인과 함께하는 애견 동반 여행 플랫폼 하트독 입니다. 전주는 작은 도시라서 택시로 이동을해도 크게 불편함이 없습니다. 답변이 도움이 되셨다면 채택도 부탁드립니다.	전주 여행가는데 렌트를 하는게 좋을까 전주 여행가는데 렌트를 하는게 좋을까요?  안녕하세요. 천만 반려인과 함께하는 애견 동반 여행 플랫폼 하트독 입니다. 전주는 작은 도시라서 택시로 이동을해도 크게 불편함이 없습니다. 답변이 도움이 되셨다면 채택도 부탁드립니다.
전주 여행	26	전주 근처 가족여행 추천해주세요! 1	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=441699749&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=26&search_sort=0&spq=0	... 여수여행 여수맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 여수를 추천드립니다 ^^ 여수여행코스는... 	전주 근처 가족여행 추천해주세요! 1 ... 여수여행 여수맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 여수를 추천드립니다 ^^ 여수여행코스는... 
전주 여행	27	전주 여행가는데	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=448485218&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=27&search_sort=0&spq=0	여자친구랑 가는데 숙소 이쁜데나 괜찮은데 있을까요 추천 좀 해주세요 ㅎㅎ  전주 여행을 계획하고 계시다니 좋은데요! 전주는 한국의 전통문화가 잘 보존되어 있는 곳으로 유명합니다. 전주에서 머무를 숙소로는 다음과 같은 곳을... 	전주 여행가는데 여자친구랑 가는데 숙소 이쁜데나 괜찮은데 있을까요 추천 좀 해주세요 ㅎㅎ  전주 여행을 계획하고 계시다니 좋은데요! 전주는 한국의 전통문화가 잘 보존되어 있는 곳으로 유명합니다. 전주에서 머무를 숙소로는 다음과 같은 곳을... 
전주 여행	28	전주 1박2일 여행가는데 코스추천부탁드려요~^^	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=420277757&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=28&search_sort=0&spq=0	남자친구와 생일여행으로 전주여행을가는데 전주는 처음이라 좋은 코스있으면 추천좀 부탁드립니다~^^ 숙소는 전주 한옥마을 도보 10거리에 잡았고 자차 있어서 이동은 문제없습니다^^ 맛집도 추천 부탁드려요~^^  안녕하세요. AI... 	전주 1박2일 여행가는데 코스추천부탁드려요~^^ 남자친구와 생일여행으로 전주여행을가는데 전주는 처음이라 좋은 코스있으면 추천좀 부탁드립니다~^^ 숙소는 전주 한옥마을 도보 10거리에 잡았고 자차 있어서 이동은 문제없습니다^^ 맛집도 추천 부탁드려요~^^  안녕하세요. AI... 
전주 여행	29	전주 한옥마을에 남자 혼자 여행을 갈 예정입니다.	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=441064844&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=29&search_sort=0&spq=0	... (욕조는 저도 굉장히 무리한 질문인것 같지만 혹시나해서 ㅎㅎ) 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서... 	전주 한옥마을에 남자 혼자 여행을 갈 예정입니다. ... (욕조는 저도 굉장히 무리한 질문인것 같지만 혹시나해서 ㅎㅎ) 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서... 
전주 여행	30	전주여행 좋아하시는분들. 일정좀 짜주세요...1박2일로.	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=407809617&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=30&search_sort=0&spq=0	... 전주여행 집에서 오전 9시 출발해서 11시 30분 도착 부터 시작입니다. 30대 후반 부부, 차량소유, 경비 상관없습니다 잘부탁드립니다. 11시 30분 전주에서 여수로 갈건데 혹시 여수쪽까지 잘아시면 추가로 작성부탁드려요..... 	전주여행 좋아하시는분들. 일정좀 짜주세요...1박2일로. ... 전주여행 집에서 오전 9시 출발해서 11시 30분 도착 부터 시작입니다. 30대 후반 부부, 차량소유, 경비 상관없습니다 잘부탁드립니다. 11시 30분 전주에서 여수로 갈건데 혹시 여수쪽까지 잘아시면 추가로 작성부탁드려요..... 
전주 여행	31	전주여행코스알려주세요	https://kin.naver.com/qna/detail.naver?d1id=8&dirId=81202&docId=415060622&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=31&search_sort=0&spq=0	인천사는사람인데 내일처음으로 전주여행가는데 전주가면 꼭먹어야될음식이랑 여행코스 좀알려주세요!!!부탁드려요  안녕하세요!! 처음으로 가는 전주여행이면 한옥마을 추천드립니다! 1. 한옥마을 한복체험 및 길거리 음식 + 식당을... 	전주여행코스알려주세요 인천사는사람인데 내일처음으로 전주여행가는데 전주가면 꼭먹어야될음식이랑 여행코스 좀알려주세요!!!부탁드려요  안녕하세요!! 처음으로 가는 전주여행이면 한옥마을 추천드립니다! 1. 한옥마을 한복체험 및 길거리 음식 + 식당을... 
전주 여행	32	전주 여행가는데 숙박추천해주세요	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=343470019&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=32&search_sort=0&spq=0	저포함 친구 4명이 전주 여행가는데 취사가능하고 쾌적하며 가격이 괜찮은 숙박추천해주세요!  안녕하세요 요청하신 조건으로 전주 숙박 추천드립니다. 저도 전주 여행을 준비하면서 알아봤던 펜션들이에요... 	전주 여행가는데 숙박추천해주세요 저포함 친구 4명이 전주 여행가는데 취사가능하고 쾌적하며 가격이 괜찮은 숙박추천해주세요!  안녕하세요 요청하신 조건으로 전주 숙박 추천드립니다. 저도 전주 여행을 준비하면서 알아봤던 펜션들이에요... 
전주 여행	33	제가 전주 당일치기 여행을 가는데 한	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=446274662&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=33&search_sort=0&spq=0	제가 전주 당일치기 여행을 가는데 한옥마을이나 객리단길 근방 맛집 좀 알려주세요 저렴한 곳으로요!! 학생인데 생각이 잘 안납니다ㅠ 전주 당일치기 여행을 가신다니, 축하합니다! 전주는 맛있는 음식으로 유명한... 	제가 전주 당일치기 여행을 가는데 한 제가 전주 당일치기 여행을 가는데 한옥마을이나 객리단길 근방 맛집 좀 알려주세요 저렴한 곳으로요!! 학생인데 생각이 잘 안납니다ㅠ 전주 당일치기 여행을 가신다니, 축하합니다! 전주는 맛있는 음식으로 유명한... 
전주 여행	34	완도에서 전주 여행 왕복 교통코스	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=412316546&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=34&search_sort=0&spq=0	10월쯤에 완도에서 전주로 여행 다녀오려고 하는데요. 완도→전주, 전주→완도 이렇게 갈때랑 올 때 교통 코스 추천해주세요 버스도 좋고 KTX도 좋아요. 2박3일이라 시간도 넉넉히 잡아도 좋을 것 같아요. 추천 부탁드립니다! 기차로는... 	완도에서 전주 여행 왕복 교통코스 10월쯤에 완도에서 전주로 여행 다녀오려고 하는데요. 완도→전주, 전주→완도 이렇게 갈때랑 올 때 교통 코스 추천해주세요 버스도 좋고 KTX도 좋아요. 2박3일이라 시간도 넉넉히 잡아도 좋을 것 같아요. 추천 부탁드립니다! 기차로는... 
