기준년월	지역명	지역코드	법정동	아파트	거래금액	년	월	일	건축년도	전용면적	지번	층
202303	종로구	11110	 평동	경희궁자이(3단지)	     172,000	2023	3	24	2017	84.614	233	9
202303	종로구	11110	 평동	경희궁자이(3단지)	     167,000	2023	3	31	2017	77.6543	233	16
202303	종로구	11110	 홍파동	경희궁자이(2단지)	     180,000	2023	3	15	2017	84.8359	199	17
202303	종로구	11110	 홍파동	경희궁자이(2단지)	     189,500	2023	3	21	2017	84.8359	199	11
202303	종로구	11110	 홍파동	경희궁자이(2단지)	     180,000	2023	3	25	2017	84.8359	199	8
202303	종로구	11110	 무악동	경희궁롯데캐슬	     170,000	2023	3	11	2019	104.445	89	10
202303	종로구	11110	 무악동	현대	      72,900	2023	3	13	2000	60	82	12
202303	종로구	11110	 무악동	현대	      72,990	2023	3	23	2000	84.92	82	3
202303	종로구	11110	 무악동	인왕산아이파크	     150,000	2023	3	29	2008	84.858	60	11
202302	종로구	11110	 사직동	광화문스페이스본(101동~105동)	     145,000	2023	2	8	2008	108.07	9	9
202302	종로구	11110	 내수동	경희궁파크팰리스	     185,000	2023	2	21	2003	146.39	95	13
202302	종로구	11110	 내수동	경희궁파크팰리스	     185,000	2023	2	21	2003	146.39	95	13
202302	종로구	11110	 연지동	아르젠종로	      38,000	2023	2	28	2015	47.24	163-3	13
202302	종로구	11110	 연건동	이화에수풀	      18,800	2023	2	18	2014	16.98	195-10	11
202302	종로구	11110	 충신동	CS타워	      17,000	2023	2	7	2011	21.94	62-2	15
202302	종로구	11110	 창신동	동대문	      45,000	2023	2	11	1966	28.8	328-17	1
202302	종로구	11110	 창신동	창신쌍용1	      60,000	2023	2	27	1992	54.7	702	7
202302	종로구	11110	 숭인동	종로청계힐스테이트	      74,000	2023	2	7	2009	59.9426	766	10
202302	종로구	11110	 숭인동	종로청계힐스테이트	      72,000	2023	2	13	2009	59.9426	766	18
202302	종로구	11110	 숭인동	종로청계힐스테이트	      72,000	2023	2	13	2009	59.9426	766	18
202302	종로구	11110	 숭인동	종로아인스빌	      11,700	2023	2	18	2013	12.15	1392-1	11
202302	종로구	11110	 숭인동	버넷하임1	      12,100	2023	2	26	2013	17.96	1421	13
202302	종로구	11110	 평동	경희궁자이(3단지)	     141,000	2023	2	21	2017	59.8547	233	4
202302	종로구	11110	 홍파동	경희궁자이(2단지)	     134,000	2023	2	10	2017	59.8547	199	16
202302	종로구	11110	 홍파동	경희궁자이(2단지)	     189,000	2023	2	17	2017	84.8359	199	13
202302	종로구	11110	 홍파동	경희궁자이(2단지)	     181,000	2023	2	21	2017	84.614	199	13
202302	종로구	11110	 홍파동	경희궁자이(2단지)	     139,500	2023	2	22	2017	59.895	199	15
202302	종로구	11110	 평창동	일성빌라트	      65,000	2023	2	15	1996	84.99	145-5	5
202302	종로구	11110	 무악동	경희궁롯데캐슬	     117,000	2023	2	8	2019	59.6737	89	4
202302	종로구	11110	 무악동	현대	     105,950	2023	2	21	2000	84.92	82	9
202302	종로구	11110	 무악동	현대	     105,950	2023	2	21	2000	84.92	82	9
202301	종로구	11110	 사직동	광화문스페이스본(106동)	     200,000	2023	1	20	2008	163.33	9-1	12
202301	종로구	11110	 인의동	효성쥬얼리시티	      79,000	2023	1	26	2006	84.7	48-2	17
202301	종로구	11110	 숭인동	숭인한양LEEPS	      12,200	2023	1	20	2014	12.78	1421-2	7
202301	종로구	11110	 홍파동	경희궁자이(2단지)	     169,000	2023	1	27	2017	84.8359	199	12
202301	종로구	11110	 평창동	갑을아파트	      18,900	2023	1	28	1997	30.46	595	6
202301	종로구	11110	 무악동	인왕산아이파크	     155,500	2023	1	10	2008	114.931	60	16
202301	종로구	11110	 무악동	현대	      99,960	2023	1	26	2000	84.92	82	6
202212	종로구	11110	 누상동	청호그린빌	      19,000	2022	12	19	1999	29.76	40	4
202212	종로구	11110	 효제동	포레스트힐시티	      16,000	2022	12	8	2017	16.672	65-2	5
202212	종로구	11110	 효제동	포레스트힐시티	      20,000	2022	12	17	2017	20.3861	65-2	5
202212	종로구	11110	 연건동	이화에수풀	      20,200	2022	12	30	2014	16.98	195-10	10
202212	종로구	11110	 숭인동	종로청계힐스테이트	      73,000	2022	12	22	2009	59.9426	766	18
202212	종로구	11110	 숭인동	익성씨티하임	      13,000	2022	12	28	2013	15.76	1392	14
202212	종로구	11110	 무악동	현대	      75,000	2022	12	15	2000	60	82	13
202210	종로구	11110	 숭인동	종로중흥S클래스	      13,400	2022	10	5	2013	17.811	202-3	14
202210	종로구	11110	 숭인동	삼전솔하임4차	      12,350	2022	10	10	2014	15.09	318-2	17
202210	종로구	11110	 숭인동	삼전솔하임4차	      12,500	2022	10	13	2014	15.09	318-2	17
202210	종로구	11110	 숭인동	삼전솔하임2차	      13,500	2022	10	13	2012	16.67	296-19	5
202209	종로구	11110	 연건동	이화에수풀	      16,000	2022	9	7	2014	16.98	195-10	13
202209	종로구	11110	 숭인동	익성씨티하임	      11,200	2022	9	3	2013	15.42	1392	11
202209	종로구	11110	 숭인동	익성씨티하임	      11,400	2022	9	3	2013	15.42	1392	11
202209	종로구	11110	 숭인동	익성씨티하임	      11,200	2022	9	3	2013	15.42	1392	11
202209	종로구	11110	 숭인동	익성씨티하임	      11,400	2022	9	3	2013	15.42	1392	11
202209	종로구	11110	 숭인동	삼전솔하임2차	      13,000	2022	9	13	2012	16.67	296-19	7
202209	종로구	11110	 숭인동	종로유케이201	       9,700	2022	9	13	2013	12.01	201-11	10
202209	종로구	11110	 숭인동	삼전솔하임2차	      12,500	2022	9	14	2012	15	296-19	10
202209	종로구	11110	 숭인동	삼전솔하임2차	      12,500	2022	9	14	2012	15	296-19	10
202209	종로구	11110	 숭인동	삼전솔하임4차	      12,500	2022	9	26	2014	15.09	318-2	10
202209	종로구	11110	 숭인동	삼전솔하임4차	      12,510	2022	9	28	2014	15.09	318-2	16
202209	종로구	11110	 평동	경희궁자이(3단지)	     189,000	2022	9	16	2017	84.614	233	7
202209	종로구	11110	 평창동	롯데낙천대	     107,000	2022	9	1	2001	91.06	72	4
202209	종로구	11110	 평창동	엘리시아	     106,076	2022	9	19	2009	236.07	66-1	2
202209	종로구	11110	 평창동	엘리시아	      94,331	2022	9	19	2009	213.07	66-1	3
202209	종로구	11110	 평창동	갑을아파트	      18,500	2022	9	29	1997	30.46	595	11
202209	종로구	11110	 무악동	경희궁롯데캐슬	     110,000	2022	9	21	2019	59.6737	89	2
202208	종로구	11110	 익선동	현대뜨레비앙	      31,000	2022	8	1	2003	28.1	55	9
202208	종로구	11110	 익선동	현대뜨레비앙	      37,500	2022	8	4	2003	48.54	55	2
202208	종로구	11110	 익선동	현대뜨레비앙	      40,000	2022	8	26	2003	48.54	55	7
202208	종로구	11110	 충신동	CS타워	      16,000	2022	8	3	2011	21.94	62-2	5
202208	종로구	11110	 숭인동	종로중흥S클래스	      13,570	2022	8	4	2013	19.466	202-3	7
202208	종로구	11110	 숭인동	삼전솔하임2차	      13,000	2022	8	13	2012	16.67	296-19	8
202208	종로구	11110	 숭인동	종로중흥S클래스	      13,300	2022	8	22	2013	17.811	202-3	8
202207	종로구	11110	 익선동	현대뜨레비앙	      37,000	2022	7	12	2003	45.5	55	8
202207	종로구	11110	 익선동	현대뜨레비앙	      31,700	2022	7	20	2003	46.64	55	5
202207	종로구	11110	 익선동	현대뜨레비앙	      35,800	2022	7	27	2003	46.64	55	3
202207	종로구	11110	 이화동	송림아마레스아파트	      36,500	2022	7	19	2004	84.42	9-1	4
202207	종로구	11110	 창신동	두산	      90,000	2022	7	25	1999	59.95	232	8
202207	종로구	11110	 숭인동	종로중흥S클래스	      13,500	2022	7	9	2013	19.466	202-3	7
202207	종로구	11110	 숭인동	종로중흥S클래스	      12,000	2022	7	9	2013	19.466	202-3	10
202207	종로구	11110	 숭인동	종로청계힐스테이트	      85,000	2022	7	13	2009	59.9426	766	2
202207	종로구	11110	 숭인동	오성	      28,000	2022	7	14	1997	56.96	888	4
202207	종로구	11110	 숭인동	종로중흥S클래스	      13,450	2022	7	25	2013	19.466	202-3	13
202207	종로구	11110	 숭인동	삼전솔하임2차	      12,200	2022	7	25	2012	15	296-19	9
202207	종로구	11110	 숭인동	종로중흥S클래스	      13,200	2022	7	29	2013	17.811	202-3	10
202207	종로구	11110	 숭인동	종로중흥S클래스	      13,200	2022	7	29	2013	17.811	202-3	16
202207	종로구	11110	 무악동	현대	     150,000	2022	7	18	2000	114.9	82	5
202206	종로구	11110	 사직동	광화문스페이스본(101동~105동)	     185,000	2022	6	14	2008	158.99	9	8
202206	종로구	11110	 익선동	현대뜨레비앙	      38,000	2022	6	14	2003	48.54	55	3
202206	종로구	11110	 효제동	포레스트힐시티	      17,900	2022	6	9	2017	16.672	65-2	5
202206	종로구	11110	 명륜1가	송림아마레스아파트	      69,000	2022	6	9	2003	84.81	2-12	2
202206	종로구	11110	 창신동	두산	      86,000	2022	6	24	1999	59.95	232	15
202206	종로구	11110	 숭인동	삼전솔하임2차	      15,100	2022	6	15	2012	16.67	296-19	6
202206	종로구	11110	 숭인동	종로중흥S클래스	      13,000	2022	6	17	2013	17.811	202-3	14
202206	종로구	11110	 숭인동	삼전솔하임2차	      12,000	2022	6	18	2012	16.67	296-19	10
202206	종로구	11110	 숭인동	삼전솔하임2차	      14,500	2022	6	23	2012	14.69	296-19	6
202206	종로구	11110	 숭인동	삼전솔하임2차	      14,500	2022	6	30	2012	16.67	296-19	6
202206	종로구	11110	 교북동	동아	      80,000	2022	6	16	1995	59.98	101	4
202205	종로구	11110	 내수동	경희궁의아침3단지	     200,100	2022	5	10	2004	174.55	72	4
202205	종로구	11110	 내수동	경희궁파크팰리스	     181,000	2022	5	28	2003	147.62	95	7
202205	종로구	11110	 익선동	현대뜨레비앙	      35,000	2022	5	14	2003	46.64	55	5
202205	종로구	11110	 연건동	이화에수풀	      24,000	2022	5	9	2014	19.86	195-10	7
202205	종로구	11110	 연건동	이화에수풀	      16,000	2022	5	13	2014	16.98	195-10	5
202205	종로구	11110	 연건동	(60-1)	      48,500	2022	5	28	1999	59.63	60-1	2
202205	종로구	11110	 충신동	CS타워	      16,000	2022	5	19	2011	21.94	62-2	11
202205	종로구	11110	 명륜2가	아남2	      89,000	2022	5	10	1996	114.36	236	2
202205	종로구	11110	 명륜2가	아남1	     120,000	2022	5	13	1995	84.9	4	9
202205	종로구	11110	 명륜2가	아남3	      73,000	2022	5	13	1999	47.43	237	5
202205	종로구	11110	 창신동	그린	      49,000	2022	5	6	2002	44.6	23-326	3
202205	종로구	11110	 숭인동	삼전솔하임4차	      12,450	2022	5	21	2014	15.09	318-2	17
202205	종로구	11110	 숭인동	종로청계힐스테이트	     117,000	2022	5	22	2009	84.9478	766	2
202205	종로구	11110	 숭인동	삼전솔하임2차	      12,000	2022	5	30	2012	14.69	296-19	5
202205	종로구	11110	 홍파동	경희궁자이(2단지)	     269,000	2022	5	4	2017	101.9914	199	2
202205	종로구	11110	 홍파동	경희궁자이(2단지)	     222,500	2022	5	10	2017	84.614	199	9
202205	종로구	11110	 교북동	경희궁자이(4단지)	      90,000	2022	5	10	2017	37.2635	126	8
202205	종로구	11110	 교북동	경희궁자이(4단지)	      92,000	2022	5	14	2017	37.2635	126	14
202205	종로구	11110	 평창동	롯데낙천대	     145,000	2022	5	11	2001	133.34	72	6
202205	종로구	11110	 평창동	삼성	      67,000	2022	5	27	1998	59.97	596	2
202205	종로구	11110	 무악동	인왕산아이파크	     135,000	2022	5	23	2008	84.858	60	7
202205	종로구	11110	 무악동	인왕산아이파크	     160,000	2022	5	27	2008	114.931	60	15
202204	종로구	11110	 사직동	광화문스페이스본(101동~105동)	     173,000	2022	4	17	2008	158.99	9	7
202204	종로구	11110	 내수동	경희궁의아침4단지	     185,000	2022	4	14	2004	124.17	73	14
202204	종로구	11110	 인의동	효성쥬얼리시티	     108,000	2022	4	9	2006	92.81	48-2	9
202204	종로구	11110	 효제동	이지마루종로	      34,800	2022	4	11	2021	25.55	126-2	5
202204	종로구	11110	 효제동	포레스트힐시티	      17,700	2022	4	20	2017	14.6825	65-2	8
202204	종로구	11110	 연건동	이화에수풀	      18,000	2022	4	26	2014	16.98	195-10	5
202204	종로구	11110	 명륜1가	방산아파트	      18,500	2022	4	21	1995	32.53	5-89	4
202204	종로구	11110	 명륜2가	아남2	      78,000	2022	4	13	1996	59.4	236	1
202204	종로구	11110	 명륜2가	아남2	      87,000	2022	4	21	1996	59.4	236	2
202204	종로구	11110	 창신동	창신쌍용2	      70,500	2022	4	5	1993	54.7	703	8
202204	종로구	11110	 창신동	창신쌍용1	      89,700	2022	4	25	1992	79.87	702	9
202204	종로구	11110	 숭인동	종로청계힐스테이트	      92,000	2022	4	11	2009	59.9426	766	17
202204	종로구	11110	 숭인동	종로청계힐스테이트	      92,000	2022	4	11	2009	59.9426	766	17
202204	종로구	11110	 숭인동	종로유케이201	      10,000	2022	4	12	2013	12.08	201-11	7
202204	종로구	11110	 숭인동	종로청계힐스테이트	     121,500	2022	4	13	2009	114.7153	766	6
202204	종로구	11110	 숭인동	오성	      28,000	2022	4	23	1997	56.66	888	3
202204	종로구	11110	 평동	경희궁자이(3단지)	     230,000	2022	4	5	2017	84.9443	233	19
202204	종로구	11110	 평동	경희궁자이(3단지)	     215,000	2022	4	9	2017	84.614	233	15
202204	종로구	11110	 평동	경희궁자이(3단지)	     230,000	2022	4	27	2017	84.9443	233	19
202204	종로구	11110	 교북동	경희궁자이(4단지)	     114,000	2022	4	30	2017	45.879	126	8
202204	종로구	11110	 행촌동	대성아파트	      20,000	2022	4	15	1971	19.27	41-1	8
202204	종로구	11110	 평창동	밀레니엄	      56,000	2022	4	4	2017	84	179-5	5
202204	종로구	11110	 무악동	인왕산아이파크	     164,000	2022	4	2	2008	114.931	60	16
202204	종로구	11110	 무악동	현대	     112,490	2022	4	9	2000	60	82	13
202204	종로구	11110	 무악동	인왕산아이파크	     241,000	2022	4	26	2008	157.289	60	15
202203	종로구	11110	 익선동	운현신화타워	      55,000	2022	3	1	1998	57.18	30-6	11
202203	종로구	11110	 익선동	현대뜨레비앙	      45,000	2022	3	12	2003	48.54	55	8
202203	종로구	11110	 익선동	현대뜨레비앙	      35,000	2022	3	26	2003	46.64	55	3
202203	종로구	11110	 효제동	이지마루종로	      34,800	2022	3	14	2021	24.44	126-2	7
202203	종로구	11110	 명륜2가	아남1	     115,500	2022	3	7	1995	84.9	4	2
202203	종로구	11110	 창신동	창신쌍용2	      70,700	2022	3	12	1993	54.7	703	8
202203	종로구	11110	 창신동	창신쌍용2	      69,000	2022	3	25	1993	64.66	703	1
202203	종로구	11110	 숭인동	종로유케이201	       9,500	2022	3	2	2013	12.01	201-11	9
202203	종로구	11110	 숭인동	종로중흥S클래스	      13,000	2022	3	18	2013	17.811	202-3	11
202203	종로구	11110	 숭인동	종로중흥S클래스	      13,000	2022	3	18	2013	17.811	202-3	11
202203	종로구	11110	 숭인동	종로센트레빌	      89,800	2022	3	27	2008	59.92	2-1	8
202203	종로구	11110	 평동	경희궁자이(3단지)	     208,000	2022	3	6	2017	84.614	233	9
202203	종로구	11110	 홍파동	경희궁자이(2단지)	     199,000	2022	3	19	2017	84.8359	199	9
202203	종로구	11110	 교북동	경희궁자이(4단지)	     123,500	2022	3	21	2017	45.879	126	13
202203	종로구	11110	 교북동	경희궁자이(4단지)	      91,000	2022	3	26	2017	37.2635	126	7
202203	종로구	11110	 교북동	경희궁자이(4단지)	     115,000	2022	3	29	2017	45.879	126	16
202203	종로구	11110	 평창동	롯데낙천대	     120,000	2022	3	3	2001	110.53	72	3
202203	종로구	11110	 평창동	벽산블루밍평창힐스	     155,000	2022	3	17	2004	152.06	45	4
202203	종로구	11110	 평창동	삼성	      78,000	2022	3	22	1998	84.93	596	1
202203	종로구	11110	 무악동	인왕산아이파크	     134,500	2022	3	5	2008	84.858	60	11
202203	종로구	11110	 무악동	인왕산아이파크	     134,500	2022	3	25	2008	84.858	60	3
202202	종로구	11110	 효제동	포레스트힐시티	      19,000	2022	2	7	2017	18.7352	65-2	7
202202	종로구	11110	 효제동	이지마루종로	      33,800	2022	2	7	2021	20.87	126-2	7
202202	종로구	11110	 효제동	이지마루종로	      46,500	2022	2	9	2021	25.55	126-2	8
202202	종로구	11110	 연건동	이화에수풀	      19,500	2022	2	23	2014	16.98	195-10	7
202202	종로구	11110	 명륜2가	아남1	     122,000	2022	2	17	1995	84.9	4	13
202202	종로구	11110	 창신동	창신쌍용2	      67,500	2022	2	17	1993	54.7	703	7
202202	종로구	11110	 숭인동	삼전솔하임4차	      11,800	2022	2	19	2014	15.09	318-2	15
202202	종로구	11110	 숭인동	종로센트레빌	      95,000	2022	2	22	2008	59.92	2-1	11
202202	종로구	11110	 숭인동	종로유케이201	       9,500	2022	2	23	2013	12.01	201-11	10
202202	종로구	11110	 숭인동	숭인한양LEEPS	      11,900	2022	2	25	2014	12.78	1421-2	4
202202	종로구	11110	 평동	경희궁자이(3단지)	     230,000	2022	2	17	2017	116.9383	233	9
202202	종로구	11110	 교북동	경희궁자이(4단지)	     108,000	2022	2	25	2017	45.879	126	14
202202	종로구	11110	 신영동	대아파크빌	      45,000	2022	2	12	1998	59.22	254	3
202202	종로구	11110	 무악동	경희궁롯데캐슬	     142,500	2022	2	3	2019	59.6737	89	14
202202	종로구	11110	 무악동	인왕산아이파크	     135,000	2022	2	14	2008	84.858	60	8
202202	종로구	11110	 무악동	현대	     103,000	2022	2	24	2000	60	82	6
202202	종로구	11110	 무악동	현대	     103,000	2022	2	25	2000	60	82	6
202201	종로구	11110	 내수동	경희궁의아침3단지	     200,000	2022	1	14	2004	150.48	72	3
202201	종로구	11110	 연지동	아르젠종로	      20,000	2022	1	11	2015	18.02	163-3	10
202201	종로구	11110	 효제동	포레스트힐시티	      19,000	2022	1	8	2017	16.672	65-2	6
202201	종로구	11110	 연건동	이화에수풀	      19,500	2022	1	3	2014	16.98	195-10	7
202201	종로구	11110	 연건동	이화에수풀	      19,000	2022	1	8	2014	16.98	195-10	11
202201	종로구	11110	 충신동	CS타워	      13,500	2022	1	11	2011	22.17	62-2	12
202201	종로구	11110	 명륜2가	아남1	     118,000	2022	1	19	1995	84.9	4	18
202201	종로구	11110	 숭인동	삼전솔하임4차	      15,700	2022	1	6	2014	15.09	318-2	11
202201	종로구	11110	 숭인동	종로아인스빌	      10,500	2022	1	6	2013	12.15	1392-1	12
202201	종로구	11110	 숭인동	종로센트레빌	     109,000	2022	1	8	2008	84.92	2-1	11
202201	종로구	11110	 숭인동	동문타운	      54,000	2022	1	15	2000	59.56	181-105	-1
202201	종로구	11110	 숭인동	주숭보아파트	      44,750	2022	1	24	2000	59.9	535	6
