기준년월	지역명	지역코드	법정동	아파트	거래금액	년	월	일	건축년도	전용면적	층
202304	서울시 종로구	11110	 숭인동	숭인한양LEEPS	      11,000	2023	4	7	2014	12.78	7
202304	서울시 종로구	11110	 숭인동	종로아인스빌	      11,000	2023	4	13	2013	12.15	12
202304	서울시 종로구	11110	 평동	경희궁자이(3단지)	     183,500	2023	4	23	2017	84.8359	18
202304	서울시 종로구	11110	 홍파동	경희궁자이(2단지)	     240,000	2023	4	7	2017	101.9914	10
202304	서울시 종로구	11110	 홍파동	경희궁자이(2단지)	     182,000	2023	4	8	2017	84.8359	9
202304	서울시 종로구	11110	 홍파동	경희궁자이(2단지)	     180,200	2023	4	14	2017	84.8359	10
202304	서울시 종로구	11110	 홍파동	경희궁자이(2단지)	     155,000	2023	4	23	2017	59.8547	14
202304	서울시 종로구	11110	 홍파동	경희궁자이(2단지)	     162,500	2023	4	27	2017	77.9737	17
202304	서울시 종로구	11110	 무악동	경희궁롯데캐슬	     118,000	2023	4	10	2019	59.6737	15
202304	서울시 종로구	11110	 무악동	현대	     110,000	2023	4	14	2000	114.9	9
202303	서울시 종로구	11110	 사직동	광화문스페이스본(101동~105동)	     138,000	2023	3	11	2008	94.51	13
202303	서울시 종로구	11110	 사직동	광화문스페이스본(101동~105동)	     143,000	2023	3	25	2008	94.51	8
202303	서울시 종로구	11110	 내수동	경희궁파크팰리스	     180,000	2023	3	27	2003	146.33	4
202303	서울시 종로구	11110	 내수동	경희궁의아침4단지	     170,000	2023	3	30	2004	124.17	7
202303	서울시 종로구	11110	 신문로2가	디팰리스	     285,000	2023	3	16	2020	118.749	10
202303	서울시 종로구	11110	 익선동	현대뜨레비앙	      38,200	2023	3	22	2003	46.64	5
202303	서울시 종로구	11110	 동숭동	동성아파트(2동)	      41,000	2023	3	3	1999	59.34	1
202303	서울시 종로구	11110	 창신동	창신쌍용1	      68,000	2023	3	17	1992	54.7	4
202303	서울시 종로구	11110	 숭인동	삼전솔하임4차	      13,200	2023	3	2	2014	15.09	15
202303	서울시 종로구	11110	 숭인동	종로중흥S클래스	      13,000	2023	3	18	2013	19.466	15
202303	서울시 종로구	11110	 평동	경희궁자이(3단지)	     176,000	2023	3	3	2017	84.8359	2
202303	서울시 종로구	11110	 평동	경희궁자이(3단지)	     187,000	2023	3	14	2017	84.8359	20
202303	서울시 종로구	11110	 평동	경희궁자이(3단지)	     180,000	2023	3	23	2017	84.614	7
202303	서울시 종로구	11110	 평동	경희궁자이(3단지)	     172,000	2023	3	24	2017	84.614	9
202303	서울시 종로구	11110	 평동	경희궁자이(3단지)	     167,000	2023	3	31	2017	77.6543	16
202303	서울시 종로구	11110	 홍파동	경희궁자이(2단지)	     180,000	2023	3	15	2017	84.8359	17
202303	서울시 종로구	11110	 홍파동	경희궁자이(2단지)	     189,500	2023	3	21	2017	84.8359	11
202303	서울시 종로구	11110	 홍파동	경희궁자이(2단지)	     180,000	2023	3	25	2017	84.8359	8
202303	서울시 종로구	11110	 무악동	경희궁롯데캐슬	     170,000	2023	3	11	2019	104.445	10
202303	서울시 종로구	11110	 무악동	현대	      72,900	2023	3	13	2000	60	12
202303	서울시 종로구	11110	 무악동	현대	      72,990	2023	3	23	2000	84.92	3
202303	서울시 종로구	11110	 무악동	인왕산아이파크	     150,000	2023	3	29	2008	84.858	11
202302	서울시 종로구	11110	 사직동	광화문스페이스본(101동~105동)	     145,000	2023	2	8	2008	108.07	9
202302	서울시 종로구	11110	 내수동	경희궁파크팰리스	     185,000	2023	2	21	2003	146.39	13
202302	서울시 종로구	11110	 내수동	경희궁파크팰리스	     185,000	2023	2	21	2003	146.39	13
202302	서울시 종로구	11110	 연지동	아르젠종로	      38,000	2023	2	28	2015	47.24	13
202302	서울시 종로구	11110	 연건동	이화에수풀	      18,800	2023	2	18	2014	16.98	11
202302	서울시 종로구	11110	 충신동	CS타워	      17,000	2023	2	7	2011	21.94	15
202302	서울시 종로구	11110	 창신동	동대문	      45,000	2023	2	11	1966	28.8	1
202302	서울시 종로구	11110	 창신동	창신쌍용1	      60,000	2023	2	27	1992	54.7	7
202302	서울시 종로구	11110	 숭인동	종로청계힐스테이트	      74,000	2023	2	7	2009	59.9426	10
202302	서울시 종로구	11110	 숭인동	종로청계힐스테이트	      72,000	2023	2	13	2009	59.9426	18
202302	서울시 종로구	11110	 숭인동	종로청계힐스테이트	      72,000	2023	2	13	2009	59.9426	18
202302	서울시 종로구	11110	 숭인동	종로아인스빌	      11,700	2023	2	18	2013	12.15	11
202302	서울시 종로구	11110	 숭인동	버넷하임1	      12,100	2023	2	26	2013	17.96	13
202302	서울시 종로구	11110	 평동	경희궁자이(3단지)	     141,000	2023	2	21	2017	59.8547	4
202302	서울시 종로구	11110	 홍파동	경희궁자이(2단지)	     134,000	2023	2	10	2017	59.8547	16
202302	서울시 종로구	11110	 홍파동	경희궁자이(2단지)	     189,000	2023	2	17	2017	84.8359	13
202302	서울시 종로구	11110	 홍파동	경희궁자이(2단지)	     181,000	2023	2	21	2017	84.614	13
202302	서울시 종로구	11110	 홍파동	경희궁자이(2단지)	     139,500	2023	2	22	2017	59.895	15
202302	서울시 종로구	11110	 평창동	일성빌라트	      65,000	2023	2	15	1996	84.99	5
202302	서울시 종로구	11110	 무악동	경희궁롯데캐슬	     117,000	2023	2	8	2019	59.6737	4
202302	서울시 종로구	11110	 무악동	현대	     105,950	2023	2	21	2000	84.92	9
202302	서울시 종로구	11110	 무악동	현대	     105,950	2023	2	21	2000	84.92	9
202301	서울시 종로구	11110	 사직동	광화문스페이스본(106동)	     200,000	2023	1	20	2008	163.33	12
202301	서울시 종로구	11110	 인의동	효성쥬얼리시티	      79,000	2023	1	26	2006	84.7	17
202301	서울시 종로구	11110	 숭인동	숭인한양LEEPS	      12,200	2023	1	20	2014	12.78	7
202301	서울시 종로구	11110	 홍파동	경희궁자이(2단지)	     169,000	2023	1	27	2017	84.8359	12
202301	서울시 종로구	11110	 평창동	갑을아파트	      18,900	2023	1	28	1997	30.46	6
202301	서울시 종로구	11110	 무악동	인왕산아이파크	     155,500	2023	1	10	2008	114.931	16
202301	서울시 종로구	11110	 무악동	현대	      99,960	2023	1	26	2000	84.92	6
202212	서울시 종로구	11110	 누상동	청호그린빌	      19,000	2022	12	19	1999	29.76	4
202212	서울시 종로구	11110	 효제동	포레스트힐시티	      16,000	2022	12	8	2017	16.672	5
202212	서울시 종로구	11110	 효제동	포레스트힐시티	      20,000	2022	12	17	2017	20.3861	5
202212	서울시 종로구	11110	 연건동	이화에수풀	      20,200	2022	12	30	2014	16.98	10
202212	서울시 종로구	11110	 숭인동	종로청계힐스테이트	      73,000	2022	12	22	2009	59.9426	18
202212	서울시 종로구	11110	 숭인동	익성씨티하임	      13,000	2022	12	28	2013	15.76	14
202212	서울시 종로구	11110	 무악동	현대	      75,000	2022	12	15	2000	60	13
202211	서울시 종로구	11110	 익선동	운현신화타워	      65,000	2022	11	2	1998	84.26	11
202211	서울시 종로구	11110	 연건동	이화에수풀	      18,600	2022	11	15	2014	16.98	7
202211	서울시 종로구	11110	 충신동	CS타워	      15,300	2022	11	26	2011	21.94	10
202211	서울시 종로구	11110	 동숭동	동성아파트(1동)	      35,000	2022	11	11	1999	57.96	1
202211	서울시 종로구	11110	 명륜2가	아남2	      90,000	2022	11	14	1996	84.9	4
202211	서울시 종로구	11110	 명륜2가	아남2	      90,000	2022	11	14	1996	84.9	4
202211	서울시 종로구	11110	 명륜2가	아남2	      90,000	2022	11	14	1996	84.9	4
202211	서울시 종로구	11110	 명륜2가	아남2	      90,000	2022	11	14	1996	84.9	4
202211	서울시 종로구	11110	 창신동	창신쌍용2	      59,500	2022	11	19	1993	54.7	9
202211	서울시 종로구	11110	 숭인동	종로중흥S클래스	      12,900	2022	11	5	2013	17.811	13
202211	서울시 종로구	11110	 숭인동	종로아인스빌	      12,000	2022	11	28	2013	12.15	14
202210	서울시 종로구	11110	 숭인동	종로중흥S클래스	      13,400	2022	10	5	2013	17.811	14
202210	서울시 종로구	11110	 숭인동	삼전솔하임4차	      12,350	2022	10	10	2014	15.09	17
202210	서울시 종로구	11110	 숭인동	삼전솔하임4차	      12,500	2022	10	13	2014	15.09	17
202210	서울시 종로구	11110	 숭인동	삼전솔하임2차	      13,500	2022	10	13	2012	16.67	5
202209	서울시 종로구	11110	 연건동	이화에수풀	      16,000	2022	9	7	2014	16.98	13
202209	서울시 종로구	11110	 숭인동	익성씨티하임	      11,200	2022	9	3	2013	15.42	11
202209	서울시 종로구	11110	 숭인동	익성씨티하임	      11,400	2022	9	3	2013	15.42	11
202209	서울시 종로구	11110	 숭인동	익성씨티하임	      11,200	2022	9	3	2013	15.42	11
202209	서울시 종로구	11110	 숭인동	익성씨티하임	      11,400	2022	9	3	2013	15.42	11
202209	서울시 종로구	11110	 숭인동	삼전솔하임2차	      13,000	2022	9	13	2012	16.67	7
202209	서울시 종로구	11110	 숭인동	종로유케이201	       9,700	2022	9	13	2013	12.01	10
202209	서울시 종로구	11110	 숭인동	삼전솔하임2차	      12,500	2022	9	14	2012	15	10
202209	서울시 종로구	11110	 숭인동	삼전솔하임2차	      12,500	2022	9	14	2012	15	10
202209	서울시 종로구	11110	 숭인동	삼전솔하임4차	      12,500	2022	9	26	2014	15.09	10
202209	서울시 종로구	11110	 숭인동	삼전솔하임4차	      12,510	2022	9	28	2014	15.09	16
202209	서울시 종로구	11110	 평동	경희궁자이(3단지)	     189,000	2022	9	16	2017	84.614	7
202209	서울시 종로구	11110	 평창동	롯데낙천대	     107,000	2022	9	1	2001	91.06	4
202209	서울시 종로구	11110	 평창동	엘리시아	     106,076	2022	9	19	2009	236.07	2
202209	서울시 종로구	11110	 평창동	엘리시아	      94,331	2022	9	19	2009	213.07	3
202209	서울시 종로구	11110	 평창동	갑을아파트	      18,500	2022	9	29	1997	30.46	11
202209	서울시 종로구	11110	 무악동	경희궁롯데캐슬	     110,000	2022	9	21	2019	59.6737	2
202208	서울시 종로구	11110	 익선동	현대뜨레비앙	      31,000	2022	8	1	2003	28.1	9
202208	서울시 종로구	11110	 익선동	현대뜨레비앙	      37,500	2022	8	4	2003	48.54	2
202208	서울시 종로구	11110	 익선동	현대뜨레비앙	      40,000	2022	8	26	2003	48.54	7
202208	서울시 종로구	11110	 충신동	CS타워	      16,000	2022	8	3	2011	21.94	5
202208	서울시 종로구	11110	 숭인동	종로중흥S클래스	      13,570	2022	8	4	2013	19.466	7
202208	서울시 종로구	11110	 숭인동	삼전솔하임2차	      13,000	2022	8	13	2012	16.67	8
202208	서울시 종로구	11110	 숭인동	종로중흥S클래스	      13,300	2022	8	22	2013	17.811	8
202207	서울시 종로구	11110	 익선동	현대뜨레비앙	      37,000	2022	7	12	2003	45.5	8
202207	서울시 종로구	11110	 익선동	현대뜨레비앙	      31,700	2022	7	20	2003	46.64	5
202207	서울시 종로구	11110	 익선동	현대뜨레비앙	      35,800	2022	7	27	2003	46.64	3
202207	서울시 종로구	11110	 이화동	송림아마레스아파트	      36,500	2022	7	19	2004	84.42	4
202207	서울시 종로구	11110	 창신동	두산	      90,000	2022	7	25	1999	59.95	8
202207	서울시 종로구	11110	 숭인동	종로중흥S클래스	      13,500	2022	7	9	2013	19.466	7
202207	서울시 종로구	11110	 숭인동	종로중흥S클래스	      12,000	2022	7	9	2013	19.466	10
202207	서울시 종로구	11110	 숭인동	종로청계힐스테이트	      85,000	2022	7	13	2009	59.9426	2
202207	서울시 종로구	11110	 숭인동	오성	      28,000	2022	7	14	1997	56.96	4
202207	서울시 종로구	11110	 숭인동	종로중흥S클래스	      13,450	2022	7	25	2013	19.466	13
202207	서울시 종로구	11110	 숭인동	삼전솔하임2차	      12,200	2022	7	25	2012	15	9
202207	서울시 종로구	11110	 숭인동	종로중흥S클래스	      13,200	2022	7	29	2013	17.811	10
202207	서울시 종로구	11110	 숭인동	종로중흥S클래스	      13,200	2022	7	29	2013	17.811	16
202207	서울시 종로구	11110	 무악동	현대	     150,000	2022	7	18	2000	114.9	5
202206	서울시 종로구	11110	 사직동	광화문스페이스본(101동~105동)	     185,000	2022	6	14	2008	158.99	8
202206	서울시 종로구	11110	 익선동	현대뜨레비앙	      38,000	2022	6	14	2003	48.54	3
202206	서울시 종로구	11110	 효제동	포레스트힐시티	      17,900	2022	6	9	2017	16.672	5
202206	서울시 종로구	11110	 명륜1가	송림아마레스아파트	      69,000	2022	6	9	2003	84.81	2
202206	서울시 종로구	11110	 창신동	두산	      86,000	2022	6	24	1999	59.95	15
202206	서울시 종로구	11110	 숭인동	삼전솔하임2차	      15,100	2022	6	15	2012	16.67	6
202206	서울시 종로구	11110	 숭인동	종로중흥S클래스	      13,000	2022	6	17	2013	17.811	14
202206	서울시 종로구	11110	 숭인동	삼전솔하임2차	      12,000	2022	6	18	2012	16.67	10
202206	서울시 종로구	11110	 숭인동	삼전솔하임2차	      14,500	2022	6	23	2012	14.69	6
202206	서울시 종로구	11110	 숭인동	삼전솔하임2차	      14,500	2022	6	30	2012	16.67	6
202206	서울시 종로구	11110	 교북동	동아	      80,000	2022	6	16	1995	59.98	4
202205	서울시 종로구	11110	 내수동	경희궁의아침3단지	     200,100	2022	5	10	2004	174.55	4
202205	서울시 종로구	11110	 내수동	경희궁파크팰리스	     181,000	2022	5	28	2003	147.62	7
202205	서울시 종로구	11110	 익선동	현대뜨레비앙	      35,000	2022	5	14	2003	46.64	5
202205	서울시 종로구	11110	 연건동	이화에수풀	      24,000	2022	5	9	2014	19.86	7
202205	서울시 종로구	11110	 연건동	이화에수풀	      16,000	2022	5	13	2014	16.98	5
202205	서울시 종로구	11110	 연건동	(60-1)	      48,500	2022	5	28	1999	59.63	2
202205	서울시 종로구	11110	 충신동	CS타워	      16,000	2022	5	19	2011	21.94	11
202205	서울시 종로구	11110	 명륜2가	아남2	      89,000	2022	5	10	1996	114.36	2
202205	서울시 종로구	11110	 명륜2가	아남1	     120,000	2022	5	13	1995	84.9	9
202205	서울시 종로구	11110	 명륜2가	아남3	      73,000	2022	5	13	1999	47.43	5
202205	서울시 종로구	11110	 창신동	그린	      49,000	2022	5	6	2002	44.6	3
202205	서울시 종로구	11110	 숭인동	삼전솔하임4차	      12,450	2022	5	21	2014	15.09	17
202205	서울시 종로구	11110	 숭인동	종로청계힐스테이트	     117,000	2022	5	22	2009	84.9478	2
202205	서울시 종로구	11110	 숭인동	삼전솔하임2차	      12,000	2022	5	30	2012	14.69	5
202205	서울시 종로구	11110	 홍파동	경희궁자이(2단지)	     269,000	2022	5	4	2017	101.9914	2
202205	서울시 종로구	11110	 홍파동	경희궁자이(2단지)	     222,500	2022	5	10	2017	84.614	9
202205	서울시 종로구	11110	 교북동	경희궁자이(4단지)	      90,000	2022	5	10	2017	37.2635	8
202205	서울시 종로구	11110	 교북동	경희궁자이(4단지)	      92,000	2022	5	14	2017	37.2635	14
202205	서울시 종로구	11110	 평창동	롯데낙천대	     145,000	2022	5	11	2001	133.34	6
202205	서울시 종로구	11110	 평창동	삼성	      67,000	2022	5	27	1998	59.97	2
202205	서울시 종로구	11110	 무악동	인왕산아이파크	     135,000	2022	5	23	2008	84.858	7
202205	서울시 종로구	11110	 무악동	인왕산아이파크	     160,000	2022	5	27	2008	114.931	15
202204	서울시 종로구	11110	 사직동	광화문스페이스본(101동~105동)	     173,000	2022	4	17	2008	158.99	7
202204	서울시 종로구	11110	 내수동	경희궁의아침4단지	     185,000	2022	4	14	2004	124.17	14
202204	서울시 종로구	11110	 인의동	효성쥬얼리시티	     108,000	2022	4	9	2006	92.81	9
202204	서울시 종로구	11110	 효제동	이지마루종로	      34,800	2022	4	11	2021	25.55	5
202204	서울시 종로구	11110	 효제동	포레스트힐시티	      17,700	2022	4	20	2017	14.6825	8
202204	서울시 종로구	11110	 연건동	이화에수풀	      18,000	2022	4	26	2014	16.98	5
202204	서울시 종로구	11110	 명륜1가	방산아파트	      18,500	2022	4	21	1995	32.53	4
202204	서울시 종로구	11110	 명륜2가	아남2	      78,000	2022	4	13	1996	59.4	1
202204	서울시 종로구	11110	 명륜2가	아남2	      87,000	2022	4	21	1996	59.4	2
202204	서울시 종로구	11110	 창신동	창신쌍용2	      70,500	2022	4	5	1993	54.7	8
202204	서울시 종로구	11110	 창신동	창신쌍용1	      89,700	2022	4	25	1992	79.87	9
202204	서울시 종로구	11110	 숭인동	종로청계힐스테이트	      92,000	2022	4	11	2009	59.9426	17
202204	서울시 종로구	11110	 숭인동	종로청계힐스테이트	      92,000	2022	4	11	2009	59.9426	17
202204	서울시 종로구	11110	 숭인동	종로유케이201	      10,000	2022	4	12	2013	12.08	7
202204	서울시 종로구	11110	 숭인동	종로청계힐스테이트	     121,500	2022	4	13	2009	114.7153	6
202204	서울시 종로구	11110	 숭인동	오성	      28,000	2022	4	23	1997	56.66	3
202204	서울시 종로구	11110	 평동	경희궁자이(3단지)	     230,000	2022	4	5	2017	84.9443	19
202204	서울시 종로구	11110	 평동	경희궁자이(3단지)	     215,000	2022	4	9	2017	84.614	15
202204	서울시 종로구	11110	 평동	경희궁자이(3단지)	     230,000	2022	4	27	2017	84.9443	19
202204	서울시 종로구	11110	 교북동	경희궁자이(4단지)	     114,000	2022	4	30	2017	45.879	8
202204	서울시 종로구	11110	 행촌동	대성아파트	      20,000	2022	4	15	1971	19.27	8
202204	서울시 종로구	11110	 평창동	밀레니엄	      56,000	2022	4	4	2017	84	5
202204	서울시 종로구	11110	 무악동	인왕산아이파크	     164,000	2022	4	2	2008	114.931	16
202204	서울시 종로구	11110	 무악동	현대	     112,490	2022	4	9	2000	60	13
202204	서울시 종로구	11110	 무악동	인왕산아이파크	     241,000	2022	4	26	2008	157.289	15
202203	서울시 종로구	11110	 익선동	운현신화타워	      55,000	2022	3	1	1998	57.18	11
202203	서울시 종로구	11110	 익선동	현대뜨레비앙	      45,000	2022	3	12	2003	48.54	8
202203	서울시 종로구	11110	 익선동	현대뜨레비앙	      35,000	2022	3	26	2003	46.64	3
202203	서울시 종로구	11110	 효제동	이지마루종로	      34,800	2022	3	14	2021	24.44	7
202203	서울시 종로구	11110	 명륜2가	아남1	     115,500	2022	3	7	1995	84.9	2
202203	서울시 종로구	11110	 창신동	창신쌍용2	      70,700	2022	3	12	1993	54.7	8
202203	서울시 종로구	11110	 창신동	창신쌍용2	      69,000	2022	3	25	1993	64.66	1
202203	서울시 종로구	11110	 숭인동	종로유케이201	       9,500	2022	3	2	2013	12.01	9
202203	서울시 종로구	11110	 숭인동	종로중흥S클래스	      13,000	2022	3	18	2013	17.811	11
202203	서울시 종로구	11110	 숭인동	종로중흥S클래스	      13,000	2022	3	18	2013	17.811	11
202203	서울시 종로구	11110	 숭인동	종로센트레빌	      89,800	2022	3	27	2008	59.92	8
202203	서울시 종로구	11110	 평동	경희궁자이(3단지)	     208,000	2022	3	6	2017	84.614	9
202203	서울시 종로구	11110	 홍파동	경희궁자이(2단지)	     199,000	2022	3	19	2017	84.8359	9
202203	서울시 종로구	11110	 교북동	경희궁자이(4단지)	     123,500	2022	3	21	2017	45.879	13
202203	서울시 종로구	11110	 교북동	경희궁자이(4단지)	      91,000	2022	3	26	2017	37.2635	7
202203	서울시 종로구	11110	 교북동	경희궁자이(4단지)	     115,000	2022	3	29	2017	45.879	16
202203	서울시 종로구	11110	 평창동	롯데낙천대	     120,000	2022	3	3	2001	110.53	3
202203	서울시 종로구	11110	 평창동	벽산블루밍평창힐스	     155,000	2022	3	17	2004	152.06	4
202203	서울시 종로구	11110	 평창동	삼성	      78,000	2022	3	22	1998	84.93	1
202203	서울시 종로구	11110	 무악동	인왕산아이파크	     134,500	2022	3	5	2008	84.858	11
202203	서울시 종로구	11110	 무악동	인왕산아이파크	     134,500	2022	3	25	2008	84.858	3
202202	서울시 종로구	11110	 효제동	포레스트힐시티	      19,000	2022	2	7	2017	18.7352	7
202202	서울시 종로구	11110	 효제동	이지마루종로	      33,800	2022	2	7	2021	20.87	7
202202	서울시 종로구	11110	 효제동	이지마루종로	      46,500	2022	2	9	2021	25.55	8
202202	서울시 종로구	11110	 연건동	이화에수풀	      19,500	2022	2	23	2014	16.98	7
202202	서울시 종로구	11110	 명륜2가	아남1	     122,000	2022	2	17	1995	84.9	13
202202	서울시 종로구	11110	 창신동	창신쌍용2	      67,500	2022	2	17	1993	54.7	7
202202	서울시 종로구	11110	 숭인동	삼전솔하임4차	      11,800	2022	2	19	2014	15.09	15
202202	서울시 종로구	11110	 숭인동	종로센트레빌	      95,000	2022	2	22	2008	59.92	11
202202	서울시 종로구	11110	 숭인동	종로유케이201	       9,500	2022	2	23	2013	12.01	10
202202	서울시 종로구	11110	 숭인동	숭인한양LEEPS	      11,900	2022	2	25	2014	12.78	4
